UID,supporters,url,local_names,slug,name,parent,acronym,involvement,description,country.name,country.slug,country
makwa-initiative-frontline-resistance-against-enbridges-line-3-replacement-project,, www.credit-agricole.com,,credit-agricole60,Credit Agricole,,ACA,Enbridge financier (credit facility/loan agreements and/or underwriting commitments),French international full service banking group.,France,france,
makwa-initiative-frontline-resistance-against-enbridges-line-3-replacement-project,, www.scotiabank.com,,bank-of-nova-scotia,Bank of Nova Scotia,,BNS,Enbridge financier (credit facility/loan agreements and/or underwriting commitments),"Operates as Scotiabank. Multinational bank, third largest in Canada by deposits and market capitalization.",Canada,canada,
makwa-initiative-frontline-resistance-against-enbridges-line-3-replacement-project,,www.hsbc.com,,hsbc-bank64,HSBC Bank,,HSBC,Enbridge financier (credit facility/loan agreements and/or underwriting commitments),British multinational banking and financial services holding corporation. Seventh largest bank in the world and largest bank in Europe by assets. First established in Hong Kong.,United Kingdom,united-kingdom,
makwa-initiative-frontline-resistance-against-enbridges-line-3-replacement-project,,www.cibc.com,,canadian-imperial-bank-of-commerce,Canadian Imperial Bank of Commerce,,CIBC,Enbridge financier (credit facility/loan agreements and/or underwriting commitments),Canadian multinational bank and financial services holding corporation. One of the Big Five Banks in Canada.,Canada,canada,
makwa-initiative-frontline-resistance-against-enbridges-line-3-replacement-project,,www.bmo.com,,bank-of-montreal67,Bank of Montreal,,BMO,Enbridge financier (credit facility/loan agreements and/or underwriting commitments),Canadian multinational bank and financial services corporation. Fourth largest bank in Canada by assets and market capitalization. One of the Big Five Banks in Canada.,Canada,canada,
makwa-initiative-frontline-resistance-against-enbridges-line-3-replacement-project,,www.dnb.nl,,de-nederlandsche-bank70,De Nederlandsche Bank,,DNB,Enbridge financier (credit facility/loan agreements and/or underwriting commitments),Central bank of the Netherlands.,Netherlands,netherlands,
makwa-initiative-frontline-resistance-against-enbridges-line-3-replacement-project,,www.morganstanley.com,,morgan-stanley73,Morgan Stanley,,MS,Enbridge financier (credit facility/loan agreements and/or underwriting commitments),Financial services corporation.,United States of America ,united-states-of-america,
makwa-initiative-frontline-resistance-against-enbridges-line-3-replacement-project,,www.UBS.com,,union-bank-of-switzerland-ubs,UBS,,UBSG,Enbridge financier (credit facility/loan agreements and/or underwriting commitments),Originally Union Bank of Switzerland. Swiss global financial services corporation. Biggest bank in Switzerland.,Switzerland,switzerland,
makwa-initiative-frontline-resistance-against-enbridges-line-3-replacement-project,,https://www.societegenerale.fr/,,societe-generale,Societe Generale,,SGA,Enbridge financier (credit facility/loan agreements and/or underwriting commitments),French multinational banking and financial services corporation. France's third largest bank by assets.,France,france,
makwa-initiative-frontline-resistance-against-enbridges-line-3-replacement-project,,www.nbc.ca,,national-bank-of-canada76,National Bank of Canada,,NBC,Enbridge financier (credit facility/loan agreements and/or underwriting commitments),Sixth largest commercial bank in Canada. ,Canada,canada,
makwa-initiative-frontline-resistance-against-enbridges-line-3-replacement-project,,http://www.edc.ca/,,export-development-canada,Export Development Canada,,EDC,Enbridge financier (credit facility/loan agreements and/or underwriting commitments),"Export Development Canada provides Canadian exporters with financing, insurance and bonding services, as well as foreign market expertise. Wholly owned by the Government of Canada.",Canada,canada,
makwa-initiative-frontline-resistance-against-enbridges-line-3-replacement-project,,www.usbank.com,,us-bank78,U.S. Bank,,USB,Enbridge financier (credit facility/loan agreements and/or underwriting commitments),Seventh largest bank in the U.S. Banking and financial services corporation. ,United States of America ,united-states-of-america,
namakhvani-hpp-dam-in-kutaisi-georgia,,https://www.gov.ge/en/home,,government-of-georgia,Government of Georgia,,,Funder,,Georgia,georgia,
nuweiba-power-plant-egypt,,,,african-development-bank11,African Development Bank - Banque Africaine de Développement,,,,,,,
nuweiba-power-plant-egypt,,,,european-investment-bank12,International Finance Corporation,,EIB,,,,,
surui-forest-carbon-project,,http://www.v-c-s.org/project/vcs-program/,,verified-carbon-standard21,Verified Carbon Standard,,VCS,Verified the project,VCS develops and manages standards and frameworks to vet environmental and sustainable development efforts and connect them to funding. ,United States of America ,united-states-of-america,
dumping-garbage-in-colombo,,http://www.southkoreagovernment.com/,,government-of-korea,Government of Korea,,,financer,,Republic of Korea,republic-of-korea,
dumping-garbage-in-colombo,,http://www.koica.go.kr/english/main.html,,korean-international-cooperation-agency-koica, Korean International Cooperation Agency,,KOICA,financer,,Republic of Korea,republic-of-korea,
uwa-exploracion-petrolera-en-su-territorio-colombia,,,,organization-of-american-states,Organization of American States,,OAS,,,,,
uwa-exploracion-petrolera-en-su-territorio-colombia,,https://www.ilo.org,,international-labour-organization,International Labour Organization,,ILO,,"The International Labour Organization (ILO) is devoted to promoting social justice and internationally recognized human and labour rights, pursuing its founding mission that social justice is essential to universal and lasting peace.
Only tripartite U.N. agency, the ILO brings together governments, employers and workers representatives of 187 member States , to set labour standards, develop policies and devise programmes promoting decent work for all women and men.
Today, the ILO's Decent Work agenda  helps advance the economic and working conditions that give all workers, employers and governments a stake in lasting peace, prosperity and progress.",Switzerland,switzerland,
uwa-exploracion-petrolera-en-su-territorio-colombia,,,,inter-american-commission-on-human-rights,Inter-American Commission on Human Rights,,,,,,,
dar-es-salaam-water-management-tanzania,,www.worldbank.org,,world-bank,The World Bank,,WB,,,United States of America ,united-states-of-america,
dar-es-salaam-water-management-tanzania,,,,united-nations-commission-on-international-trade-law,United Nations Commission on International Trade Law,,UNCITRAL,,,,,
dar-es-salaam-water-management-tanzania,,https://icsid.worldbank.org/apps/ICSIDWEB/Pages/default.aspx,,international-centre-for-settlement-of-investment-disputes,International Centre for Settlement of Investment Disputes,,ICSID,,"The International Centre for Settlement of Investment Disputes (ICSID) is an international arbitration institution which facilitates legal dispute resolution and conciliation between international investors. The ICSID is a member of the World Bank Group, from which it receives funding, and is headquartered in Washington, D.C., in the United States. It was established in 1966 as an autonomous, multilateral specialized institution to encourage international flow of investment and mitigate non-commercial risks by a treaty drafted by the International Bank for Reconstruction and Development's executive directors and signed by member countries. As of 2012 there were 158 member countries contracting with and governing the ICSID. Contracting member states agree to enforce and uphold arbitral awards in accordance with the ICSID Convention. The center performs advisory activities and maintains several publications. [Wikipedia]",United States of America ,united-states-of-america,
london-array-offshore-wind-farm-united-kingdom,,https://www.eifo.dk/en/,,denmarks-export-and-investment-fund,Denmark's Export and Investment Fund,,EIFO,EIB and EIFO provided $391 million finance in 2010,,Denmark,denmark,
london-array-offshore-wind-farm-united-kingdom,,http://www.eib.org,,european-investment-bank,European Investment Bank,,EIB,EIB and EIFO provided $391 million finance in 2010,,,,
roma-families-fear-displacement-due-to-construction-of-an-ecoduct-across-national-road-svrcinovec-slovakia,,,,european-commission26,European Commission,,,,,,,
massive-sediment-extraction-from-the-river-drava-croatia,,,,european-commission,European Commission ,,EC,,,,,
landfills-in-mapuche-region-chile,,,,united-nations-permanent-forum-on-indigenous-issues,United Nations Permanent Forum on Indigenous Issues,,UNPFII,,,,,
landfills-in-mapuche-region-chile,,,,centre-for-effective-dispute-resolution,Centre for Effective Dispute Resolution,,CEDR,,,,,
landfills-in-mapuche-region-chile,,,,un-committee-on-the-elimination-of-racial-discrimination-cerd,UN Committee on the Elimination of Racial Discrimination (CERD) ,,,,,,,
accras-agbogbloshie-electronic-waste-dump,,http://www.ofid.org/,,opec-fund-for-international-development,OPEC Fund for International Development,,OFID,,,,,
accras-agbogbloshie-electronic-waste-dump,,,,the-arab-bank-for-economic-development-in-africa,The Arab Bank for Economic Development in Africa,,,,,,,
accras-agbogbloshie-electronic-waste-dump,,,,republic-of-ghana,Republic of Ghana,,,,,,,
accras-agbogbloshie-electronic-waste-dump,,https://www.kuwait-fund.org/en/web/kfund/home,,kuwait-fund-for-arab-economic-development,Kuwait Fund for Arab Economic Development,,KFAED,,Extends loans on concessionary term to finance development projects in developing countries and provides technical assistance to finance the costs of feasibility studies of projects,Kuwait,kuwait,
accras-agbogbloshie-electronic-waste-dump,,,,belgium-government-supported-export-credit,Belgium Government Supported Export Credit,,,,,,,
accras-agbogbloshie-electronic-waste-dump,,,,standard-chartered-bank-london,"Standard Chartered Bank, London",,,,,,,
