name,groups_mobilizing,slug
Trade unions,,contaminacion-por-asbesto-cemento-colombia
Women,,contaminacion-por-asbesto-cemento-colombia
Local ejos,,proyecto-minero-el-transito-honduras
Neighbours/citizens/communities,,proyecto-minero-el-transito-honduras
Pastoralists,,proyecto-minero-el-transito-honduras
Social movements,,proyecto-minero-el-transito-honduras
Religious groups,,proyecto-minero-el-transito-honduras
Local ejos,,violations-of-the-cano-tiburones-reserve
Neighbours/citizens/communities,,violations-of-the-cano-tiburones-reserve
Social movements,,violations-of-the-cano-tiburones-reserve
Local ejos,,himalayan-ski-village
Local government/political parties,,himalayan-ski-village
Women,,himalayan-ski-village
Local scientists/professionals,,himalayan-ski-village
Farmers and peasants,,himalayan-ski-village
Indigenous groups or traditional communities,,ogms
International ejos,,ogms
Local ejos,,ogms
Local government/political parties,,ogms
Neighbours/citizens/communities,,ogms
Women,,ogms
Local scientists/professionals,,ogms
Farmers and peasants,,ogms
Artisanal miners,,bahi-manyoni-uranium-mining
International ejos,,bahi-manyoni-uranium-mining
Religious groups,,bahi-manyoni-uranium-mining
Indigenous groups or traditional communities,,redd-conflicts-in-oddar-meanchey-community-forest-cambodia
Local ejos,,redd-conflicts-in-oddar-meanchey-community-forest-cambodia
Local government/political parties,,redd-conflicts-in-oddar-meanchey-community-forest-cambodia
Neighbours/citizens/communities,,redd-conflicts-in-oddar-meanchey-community-forest-cambodia
Ethnically/racially discriminated groups,,redd-conflicts-in-oddar-meanchey-community-forest-cambodia
Local scientists/professionals,,redd-conflicts-in-oddar-meanchey-community-forest-cambodia
Religious groups,,redd-conflicts-in-oddar-meanchey-community-forest-cambodia
Fisher people,,redd-conflicts-in-oddar-meanchey-community-forest-cambodia
Farmers and peasants,,redd-conflicts-in-oddar-meanchey-community-forest-cambodia
Informal workers,,nuclear-waste-storage-in-scanzano-jonico
Local ejos,,nuclear-waste-storage-in-scanzano-jonico
Local government/political parties,,nuclear-waste-storage-in-scanzano-jonico
Neighbours/citizens/communities,,nuclear-waste-storage-in-scanzano-jonico
Pastoralists,,nuclear-waste-storage-in-scanzano-jonico
Social movements,,nuclear-waste-storage-in-scanzano-jonico
Trade unions,,nuclear-waste-storage-in-scanzano-jonico
Local scientists/professionals,,nuclear-waste-storage-in-scanzano-jonico
Farmers and peasants,,nuclear-waste-storage-in-scanzano-jonico
Local ejos,,mobilizing-against-environmental-injustices-post-katrina-new-orleans-east-louisiana-us
Local government/political parties,,mobilizing-against-environmental-injustices-post-katrina-new-orleans-east-louisiana-us
Neighbours/citizens/communities,,mobilizing-against-environmental-injustices-post-katrina-new-orleans-east-louisiana-us
Ethnically/racially discriminated groups,,mobilizing-against-environmental-injustices-post-katrina-new-orleans-east-louisiana-us
Industrial workers,,shukruti-georgian-manganese
Neighbours/citizens/communities,,shukruti-georgian-manganese
Social movements,,shukruti-georgian-manganese
Informal workers,,expo-2015-italy
Local ejos,,expo-2015-italy
Neighbours/citizens/communities,,expo-2015-italy
Social movements,,expo-2015-italy
Indigenous groups or traditional communities,,biodiversity-conservation-in-the-sacred-tsum-valley-in-gorkha-district-nepal
International ejos,,biodiversity-conservation-in-the-sacred-tsum-valley-in-gorkha-district-nepal
Local ejos,,biodiversity-conservation-in-the-sacred-tsum-valley-in-gorkha-district-nepal
Neighbours/citizens/communities,,biodiversity-conservation-in-the-sacred-tsum-valley-in-gorkha-district-nepal
Local scientists/professionals,,biodiversity-conservation-in-the-sacred-tsum-valley-in-gorkha-district-nepal
Religious groups,,biodiversity-conservation-in-the-sacred-tsum-valley-in-gorkha-district-nepal
Other,,biodiversity-conservation-in-the-sacred-tsum-valley-in-gorkha-district-nepal
Local ejos,,crisis-del-agua-en-la-zona-metropolitana-de-monterrey-mexico
Neighbours/citizens/communities,,crisis-del-agua-en-la-zona-metropolitana-de-monterrey-mexico
Women,,crisis-del-agua-en-la-zona-metropolitana-de-monterrey-mexico
Local scientists/professionals,,crisis-del-agua-en-la-zona-metropolitana-de-monterrey-mexico
Farmers and peasants,,crisis-del-agua-en-la-zona-metropolitana-de-monterrey-mexico
Local ejos,,hanakon-thermal-power-project-karnataka-india
Local government/political parties,,hanakon-thermal-power-project-karnataka-india
Neighbours/citizens/communities,,hanakon-thermal-power-project-karnataka-india
Social movements,,hanakon-thermal-power-project-karnataka-india
Local scientists/professionals,,hanakon-thermal-power-project-karnataka-india
Other,,hanakon-thermal-power-project-karnataka-india
Fisher people,,hanakon-thermal-power-project-karnataka-india
Farmers and peasants,,hanakon-thermal-power-project-karnataka-india
Indigenous groups or traditional communities,,total-moil-bemolonga-tar-sands-madagascar
International ejos,,total-moil-bemolonga-tar-sands-madagascar
Local ejos,,total-moil-bemolonga-tar-sands-madagascar
Neighbours/citizens/communities,,total-moil-bemolonga-tar-sands-madagascar
Pastoralists,,total-moil-bemolonga-tar-sands-madagascar
Other,,total-moil-bemolonga-tar-sands-madagascar
International ejos,,displacement-of-roma-community-due-to-reforestation-in-lozenetz-stara-zagora-bulgaria
Local ejos,,displacement-of-roma-community-due-to-reforestation-in-lozenetz-stara-zagora-bulgaria
Neighbours/citizens/communities,,displacement-of-roma-community-due-to-reforestation-in-lozenetz-stara-zagora-bulgaria
Ethnically/racially discriminated groups,,displacement-of-roma-community-due-to-reforestation-in-lozenetz-stara-zagora-bulgaria
Industrial workers,,koldam-dam-hydropower-project-hp-india
Informal workers,,koldam-dam-hydropower-project-hp-india
Neighbours/citizens/communities,,koldam-dam-hydropower-project-hp-india
Women,,koldam-dam-hydropower-project-hp-india
Recreational users,,koldam-dam-hydropower-project-hp-india
Religious groups,,koldam-dam-hydropower-project-hp-india
International ejos,,saudi-airstrikes-targeting-yemeni-agriculture
International ejos,,pak-beng-dam
Local ejos,,pak-beng-dam
Fisher people,,pak-beng-dam
Farmers and peasants,,pak-beng-dam
Local ejos,,new-1500-acre-site-proposed-for-nuclear-waste-storage-in-south-bruce-ontario
Neighbours/citizens/communities,,new-1500-acre-site-proposed-for-nuclear-waste-storage-in-south-bruce-ontario
Local scientists/professionals,,new-1500-acre-site-proposed-for-nuclear-waste-storage-in-south-bruce-ontario
Farmers and peasants,,new-1500-acre-site-proposed-for-nuclear-waste-storage-in-south-bruce-ontario
Local ejos,,dangerous-changes-in-the-gmo-law-serbia
Local government/political parties,,dangerous-changes-in-the-gmo-law-serbia
Neighbours/citizens/communities,,dangerous-changes-in-the-gmo-law-serbia
Local scientists/professionals,,dangerous-changes-in-the-gmo-law-serbia
Other,,dangerous-changes-in-the-gmo-law-serbia
Farmers and peasants,,dangerous-changes-in-the-gmo-law-serbia
Indigenous groups or traditional communities,,indigenas-karina-de-la-comunidad-de-tascabana-afectados-por-la-industria-petrolera-pdvsa
Local ejos,,indigenas-karina-de-la-comunidad-de-tascabana-afectados-por-la-industria-petrolera-pdvsa
Local government/political parties,,indigenas-karina-de-la-comunidad-de-tascabana-afectados-por-la-industria-petrolera-pdvsa
Neighbours/citizens/communities,,indigenas-karina-de-la-comunidad-de-tascabana-afectados-por-la-industria-petrolera-pdvsa
Ethnically/racially discriminated groups,,indigenas-karina-de-la-comunidad-de-tascabana-afectados-por-la-industria-petrolera-pdvsa
Neighbours/citizens/communities,,controversy-over-planned-paraxylene-px-plant-expansion-in-pengzhou-sichuan-china
International ejos,,chongquing-soybean-growing-and-manufacturing-in-bahia-brazil
Local ejos,,chongquing-soybean-growing-and-manufacturing-in-bahia-brazil
Landless peasants,,chongquing-soybean-growing-and-manufacturing-in-bahia-brazil
Social movements,,chongquing-soybean-growing-and-manufacturing-in-bahia-brazil
Farmers and peasants,,chongquing-soybean-growing-and-manufacturing-in-bahia-brazil
International ejos,,khoudiadienne-sephos-senegal
Local ejos,,khoudiadienne-sephos-senegal
Women,,khoudiadienne-sephos-senegal
Farmers and peasants,,khoudiadienne-sephos-senegal
Indigenous groups or traditional communities,,biopalm-energy-oil-palm-plantation-and-bagyeli-indigenous-community
International ejos,,biopalm-energy-oil-palm-plantation-and-bagyeli-indigenous-community
Local ejos,,biopalm-energy-oil-palm-plantation-and-bagyeli-indigenous-community
Neighbours/citizens/communities,,biopalm-energy-oil-palm-plantation-and-bagyeli-indigenous-community
Other,,biopalm-energy-oil-palm-plantation-and-bagyeli-indigenous-community
Local ejos,,nitta-gelatin-india-ltd-ngil-india
Neighbours/citizens/communities,,nitta-gelatin-india-ltd-ngil-india
Social movements,,nitta-gelatin-india-ltd-ngil-india
Local scientists/professionals,,nitta-gelatin-india-ltd-ngil-india
Other,,nitta-gelatin-india-ltd-ngil-india
Farmers and peasants,,nitta-gelatin-india-ltd-ngil-india
Local ejos,,bt-kemi-teckomatorp-skane-sweden
Neighbours/citizens/communities,,bt-kemi-teckomatorp-skane-sweden
Local scientists/professionals,,bt-kemi-teckomatorp-skane-sweden
Farmers and peasants,,bt-kemi-teckomatorp-skane-sweden
Indigenous groups or traditional communities,,guarani-people-against-tenda-construction-company-sao-paulo-brazil
Local government/political parties,,guarani-people-against-tenda-construction-company-sao-paulo-brazil
Social movements,,guarani-people-against-tenda-construction-company-sao-paulo-brazil
Indigenous groups or traditional communities,,expansion-de-andina-244-chile
International ejos,,expansion-de-andina-244-chile
Local ejos,,expansion-de-andina-244-chile
Neighbours/citizens/communities,,expansion-de-andina-244-chile
Social movements,,expansion-de-andina-244-chile
Farmers and peasants,,expansion-de-andina-244-chile
Indigenous groups or traditional communities,,death-of-inner-mongolian-herder-run-over-by-coal-truck-driver-led-to-conflicts-in-the-region-china
Neighbours/citizens/communities,,death-of-inner-mongolian-herder-run-over-by-coal-truck-driver-led-to-conflicts-in-the-region-china
Pastoralists,,death-of-inner-mongolian-herder-run-over-by-coal-truck-driver-led-to-conflicts-in-the-region-china
Other,,death-of-inner-mongolian-herder-run-over-by-coal-truck-driver-led-to-conflicts-in-the-region-china
Farmers and peasants,,death-of-inner-mongolian-herder-run-over-by-coal-truck-driver-led-to-conflicts-in-the-region-china
Neighbours/citizens/communities,,tiradero-al-cielo-abierto-bicentenario-de-la-independencia-de-mexico-a-cargo-de-la-empresa-tersa-del-golfo
Indigenous groups or traditional communities,,tourism-development-on-garifuna-lands-near-trujillo-honduras
Women,,tourism-development-on-garifuna-lands-near-trujillo-honduras
Ethnically/racially discriminated groups,,tourism-development-on-garifuna-lands-near-trujillo-honduras
Other,,tourism-development-on-garifuna-lands-near-trujillo-honduras
Local ejos,,eastern-economic-corridor
Neighbours/citizens/communities,,eastern-economic-corridor
Local scientists/professionals,,eastern-economic-corridor
Informal workers,,explotacion-petrolera-en-el-municipio-de-acacias-meta
Local ejos,,explotacion-petrolera-en-el-municipio-de-acacias-meta
Landless peasants,,explotacion-petrolera-en-el-municipio-de-acacias-meta
Neighbours/citizens/communities,,explotacion-petrolera-en-el-municipio-de-acacias-meta
Social movements,,explotacion-petrolera-en-el-municipio-de-acacias-meta
Women,,explotacion-petrolera-en-el-municipio-de-acacias-meta
Local scientists/professionals,,explotacion-petrolera-en-el-municipio-de-acacias-meta
Fisher people,,explotacion-petrolera-en-el-municipio-de-acacias-meta
Farmers and peasants,,explotacion-petrolera-en-el-municipio-de-acacias-meta
International ejos,,stora-enso-plantations-china
Other,,stora-enso-plantations-china
Farmers and peasants,,stora-enso-plantations-china
Indigenous groups or traditional communities,,mai-khot-mong-kong-coal-power-station-cancelled-over-protests-shan-state-myanmar
Local ejos,,mai-khot-mong-kong-coal-power-station-cancelled-over-protests-shan-state-myanmar
Local government/political parties,,mai-khot-mong-kong-coal-power-station-cancelled-over-protests-shan-state-myanmar
Neighbours/citizens/communities,,mai-khot-mong-kong-coal-power-station-cancelled-over-protests-shan-state-myanmar
Ethnically/racially discriminated groups,,mai-khot-mong-kong-coal-power-station-cancelled-over-protests-shan-state-myanmar
Recreational users,,mai-khot-mong-kong-coal-power-station-cancelled-over-protests-shan-state-myanmar
Local scientists/professionals,,mai-khot-mong-kong-coal-power-station-cancelled-over-protests-shan-state-myanmar
Other,,mai-khot-mong-kong-coal-power-station-cancelled-over-protests-shan-state-myanmar
Fisher people,,mai-khot-mong-kong-coal-power-station-cancelled-over-protests-shan-state-myanmar
Farmers and peasants,,mai-khot-mong-kong-coal-power-station-cancelled-over-protests-shan-state-myanmar
Artisanal miners,,philex-padcal-mining-disaster-benguet-philippines
Farmers and peasants,,philex-padcal-mining-disaster-benguet-philippines
Fisher people,,philex-padcal-mining-disaster-benguet-philippines
Indigenous groups or traditional communities,,philex-padcal-mining-disaster-benguet-philippines
Industrial workers,,philex-padcal-mining-disaster-benguet-philippines
International ejos,,philex-padcal-mining-disaster-benguet-philippines
Local ejos,,philex-padcal-mining-disaster-benguet-philippines
Local government/political parties,,philex-padcal-mining-disaster-benguet-philippines
Neighbours/citizens/communities,,philex-padcal-mining-disaster-benguet-philippines
Pastoralists,,philex-padcal-mining-disaster-benguet-philippines
Trade unions,,philex-padcal-mining-disaster-benguet-philippines
Ethnically/racially discriminated groups,,philex-padcal-mining-disaster-benguet-philippines
Local scientists/professionals,,philex-padcal-mining-disaster-benguet-philippines
Religious groups,,philex-padcal-mining-disaster-benguet-philippines
Other,,philex-padcal-mining-disaster-benguet-philippines
International ejos,,nuclear-power-plant-in-sosnovy-bor-leningrad-oblast-russia
Neighbours/citizens/communities,,nuclear-power-plant-in-sosnovy-bor-leningrad-oblast-russia
Local ejos,,hollongi-greenfield-airport-india
Neighbours/citizens/communities,,hollongi-greenfield-airport-india
Ethnically/racially discriminated groups,,hollongi-greenfield-airport-india
Farmers and peasants,,hollongi-greenfield-airport-india
Indigenous groups or traditional communities,,mina-de-uranio-don-otto-salta-argentina
Informal workers,,mina-de-uranio-don-otto-salta-argentina
Local ejos,,mina-de-uranio-don-otto-salta-argentina
