UID,name,forms_mobilizing
a-brown-nakeen-corporation-palm-oil-plantation-and-human-rights-violations-in-opol-misamis-oriental-philippines,"Community-based participative research (popular epidemiology studies, etc..)",
a-brown-nakeen-corporation-palm-oil-plantation-and-human-rights-violations-in-opol-misamis-oriental-philippines,Creation of alternative reports/knowledge,
a-brown-nakeen-corporation-palm-oil-plantation-and-human-rights-violations-in-opol-misamis-oriental-philippines,Development of a network/collective action,
a-brown-nakeen-corporation-palm-oil-plantation-and-human-rights-violations-in-opol-misamis-oriental-philippines,Development of alternative proposals,
a-brown-nakeen-corporation-palm-oil-plantation-and-human-rights-violations-in-opol-misamis-oriental-philippines,Involvement of national and international NGOs,
a-brown-nakeen-corporation-palm-oil-plantation-and-human-rights-violations-in-opol-misamis-oriental-philippines,"Lawsuits, court cases, judicial activism",
a-brown-nakeen-corporation-palm-oil-plantation-and-human-rights-violations-in-opol-misamis-oriental-philippines,Media based activism/alternative media,
a-brown-nakeen-corporation-palm-oil-plantation-and-human-rights-violations-in-opol-misamis-oriental-philippines,Official complaint letters and petitions,
a-brown-nakeen-corporation-palm-oil-plantation-and-human-rights-violations-in-opol-misamis-oriental-philippines,Public campaigns,
proyecto-sonora-lithium-en-sonora-mexico,Creation of alternative reports/knowledge,
proyecto-sonora-lithium-en-sonora-mexico,Media based activism/alternative media,
esmeraldas-refinery-ecuador,Blockades,
esmeraldas-refinery-ecuador,"Lawsuits, court cases, judicial activism",
esmeraldas-refinery-ecuador,Street protest/marches,
esmeraldas-refinery-ecuador,Strikes,
saving-goolengook-forest-block,"Artistic and creative actions (eg guerilla theatre, murals)",
saving-goolengook-forest-block,Blockades,
saving-goolengook-forest-block,Boycotts of official procedures/non-participation in official processes,
saving-goolengook-forest-block,"Community-based participative research (popular epidemiology studies, etc..)",
saving-goolengook-forest-block,Creation of alternative reports/knowledge,
saving-goolengook-forest-block,Development of a network/collective action,
saving-goolengook-forest-block,Development of alternative proposals,
saving-goolengook-forest-block,Involvement of national and international NGOs,
saving-goolengook-forest-block,Land occupation,
saving-goolengook-forest-block,"Lawsuits, court cases, judicial activism",
saving-goolengook-forest-block,Media based activism/alternative media,
saving-goolengook-forest-block,Official complaint letters and petitions,
saving-goolengook-forest-block,Public campaigns,
saving-goolengook-forest-block,Sabotage,
saving-goolengook-forest-block,Shareholder/financial activism.,
saving-goolengook-forest-block,Street protest/marches,
saving-goolengook-forest-block,Property damage/arson,
saving-goolengook-forest-block,Strikes,
saving-goolengook-forest-block,Threats to use arms,
saving-goolengook-forest-block,Occupation of buildings/public spaces,
saving-goolengook-forest-block,Hunger strikes and self immolation,
saving-goolengook-forest-block,Arguments for the rights of mother nature,
saving-goolengook-forest-block,Boycotts of companies-products,
saving-goolengook-forest-block,Other,
f-nanjing-tianjingwa-waste-disposal-site-china,Development of a network/collective action,
f-nanjing-tianjingwa-waste-disposal-site-china,Objections to the EIA,
f-nanjing-tianjingwa-waste-disposal-site-china,Official complaint letters and petitions,
f-nanjing-tianjingwa-waste-disposal-site-china,Street protest/marches,
sand-mining-and-the-sand-related-violence-in-makueni-county-kenya,Creation of alternative reports/knowledge,
sand-mining-and-the-sand-related-violence-in-makueni-county-kenya,Development of a network/collective action,
sand-mining-and-the-sand-related-violence-in-makueni-county-kenya,Involvement of national and international NGOs,
sand-mining-and-the-sand-related-violence-in-makueni-county-kenya,Media based activism/alternative media,
sand-mining-and-the-sand-related-violence-in-makueni-county-kenya,Threats to use arms,
touristic-development-of-the-muzil-peninsula-croatia,Development of a network/collective action,
touristic-development-of-the-muzil-peninsula-croatia,Development of alternative proposals,
touristic-development-of-the-muzil-peninsula-croatia,Official complaint letters and petitions,
touristic-development-of-the-muzil-peninsula-croatia,Public campaigns,
touristic-development-of-the-muzil-peninsula-croatia,Referendum other local consultations,
severe-water-pollution-at-taihu-lake-jiangsu-china,Involvement of national and international NGOs,
severe-water-pollution-at-taihu-lake-jiangsu-china,Media based activism/alternative media,
the-fujia-petrochemical-paraxylene-px-plant-protest-in-dalian-liaoning-china,Development of a network/collective action,
the-fujia-petrochemical-paraxylene-px-plant-protest-in-dalian-liaoning-china,Media based activism/alternative media,
the-fujia-petrochemical-paraxylene-px-plant-protest-in-dalian-liaoning-china,Street protest/marches,
hainan-residents-against-construction-of-coal-fired-power-plant,Blockades,
hainan-residents-against-construction-of-coal-fired-power-plant,Development of a network/collective action,
hainan-residents-against-construction-of-coal-fired-power-plant,Sabotage,
hainan-residents-against-construction-of-coal-fired-power-plant,Street protest/marches,
hainan-residents-against-construction-of-coal-fired-power-plant,Property damage/arson,
hainan-residents-against-construction-of-coal-fired-power-plant,Strikes,
hainan-residents-against-construction-of-coal-fired-power-plant,Occupation of buildings/public spaces,
installation-of-a-photovoltaic-park-by-limes-renewable-energy-in-val-di-noto-sicily-italy,Development of alternative proposals,
installation-of-a-photovoltaic-park-by-limes-renewable-energy-in-val-di-noto-sicily-italy,"Lawsuits, court cases, judicial activism",
installation-of-a-photovoltaic-park-by-limes-renewable-energy-in-val-di-noto-sicily-italy,Media based activism/alternative media,
installation-of-a-photovoltaic-park-by-limes-renewable-energy-in-val-di-noto-sicily-italy,Official complaint letters and petitions,
billion-tree-tsunami-afforestation-project,Media based activism/alternative media,
billion-tree-tsunami-afforestation-project,Property damage/arson,
cabo-delgado-communites-impacted-by-gas-exploration-projects,Development of alternative proposals,
cabo-delgado-communites-impacted-by-gas-exploration-projects,Involvement of national and international NGOs,
cabo-delgado-communites-impacted-by-gas-exploration-projects,"Lawsuits, court cases, judicial activism",
cabo-delgado-communites-impacted-by-gas-exploration-projects,Official complaint letters and petitions,
cabo-delgado-communites-impacted-by-gas-exploration-projects,Threats to use arms,
300m-radioactive-waste-from-soviet-times-in-taboshar-tajikistan,Development of a network/collective action,
save-the-mangrove-forest-in-pitas-sabah-malaysia,Development of a network/collective action,
save-the-mangrove-forest-in-pitas-sabah-malaysia,Development of alternative proposals,
save-the-mangrove-forest-in-pitas-sabah-malaysia,Involvement of national and international NGOs,
save-the-mangrove-forest-in-pitas-sabah-malaysia,Media based activism/alternative media,
save-the-mangrove-forest-in-pitas-sabah-malaysia,Objections to the EIA,
save-the-mangrove-forest-in-pitas-sabah-malaysia,Official complaint letters and petitions,
save-the-mangrove-forest-in-pitas-sabah-malaysia,Public campaigns,
soda-ash-mining-in-lake-natron-tanzania,Development of a network/collective action,
soda-ash-mining-in-lake-natron-tanzania,Media based activism/alternative media,
soda-ash-mining-in-lake-natron-tanzania,Objections to the EIA,
soda-ash-mining-in-lake-natron-tanzania,Official complaint letters and petitions,
resistance-to-soy-monoculture-expansion-in-colonia-barbero-san-pedro,Creation of alternative reports/knowledge,
resistance-to-soy-monoculture-expansion-in-colonia-barbero-san-pedro,"Lawsuits, court cases, judicial activism",
resistance-to-soy-monoculture-expansion-in-colonia-barbero-san-pedro,Official complaint letters and petitions,
resistance-to-soy-monoculture-expansion-in-colonia-barbero-san-pedro,Street protest/marches,
kitchenuhmaykoosib-inninuwug-peoples-against-platinum-exploration-by-platinex-inc-ontario-canada,Blockades,
kitchenuhmaykoosib-inninuwug-peoples-against-platinum-exploration-by-platinex-inc-ontario-canada,Land occupation,
kitchenuhmaykoosib-inninuwug-peoples-against-platinum-exploration-by-platinex-inc-ontario-canada,"Lawsuits, court cases, judicial activism",
kitchenuhmaykoosib-inninuwug-peoples-against-platinum-exploration-by-platinex-inc-ontario-canada,Street protest/marches,
kitchenuhmaykoosib-inninuwug-peoples-against-platinum-exploration-by-platinex-inc-ontario-canada,Arguments for the rights of mother nature,
kitchenuhmaykoosib-inninuwug-peoples-against-platinum-exploration-by-platinex-inc-ontario-canada,Appeals/recourse to economic valuation of the environment,
mina-san-felipe-de-mineas-maria-y-real-de-angeles,Blockades,
mina-san-felipe-de-mineas-maria-y-real-de-angeles,"Community-based participative research (popular epidemiology studies, etc..)",
mina-san-felipe-de-mineas-maria-y-real-de-angeles,Land occupation,
mina-san-felipe-de-mineas-maria-y-real-de-angeles,"Lawsuits, court cases, judicial activism",
mina-san-felipe-de-mineas-maria-y-real-de-angeles,Official complaint letters and petitions,
mina-san-felipe-de-mineas-maria-y-real-de-angeles,Appeals/recourse to economic valuation of the environment,
massacre-of-curuguaty,Creation of alternative reports/knowledge,
massacre-of-curuguaty,Involvement of national and international NGOs,
massacre-of-curuguaty,Land occupation,
massacre-of-curuguaty,"Lawsuits, court cases, judicial activism",
massacre-of-curuguaty,Media based activism/alternative media,
massacre-of-curuguaty,Public campaigns,
massacre-of-curuguaty,Street protest/marches,
the-bridge-over-the-strait-of-messina,"Artistic and creative actions (eg guerilla theatre, murals)",
the-bridge-over-the-strait-of-messina,Blockades,
the-bridge-over-the-strait-of-messina,Creation of alternative reports/knowledge,
the-bridge-over-the-strait-of-messina,Development of a network/collective action,
the-bridge-over-the-strait-of-messina,Development of alternative proposals,
the-bridge-over-the-strait-of-messina,Involvement of national and international NGOs,
the-bridge-over-the-strait-of-messina,Land occupation,
the-bridge-over-the-strait-of-messina,"Lawsuits, court cases, judicial activism",
the-bridge-over-the-strait-of-messina,Media based activism/alternative media,
the-bridge-over-the-strait-of-messina,Objections to the EIA,
the-bridge-over-the-strait-of-messina,Official complaint letters and petitions,
the-bridge-over-the-strait-of-messina,Public campaigns,
the-bridge-over-the-strait-of-messina,Street protest/marches,
the-bridge-over-the-strait-of-messina,Occupation of buildings/public spaces,
the-bridge-over-the-strait-of-messina,Appeals/recourse to economic valuation of the environment,
the-bridge-over-the-strait-of-messina,Boycotts of companies-products,
the-bridge-over-the-strait-of-messina,Other,
fracking-and-flooding-in-fares-egypt,"Lawsuits, court cases, judicial activism",
fracking-and-flooding-in-fares-egypt,Media based activism/alternative media,
fracking-and-flooding-in-fares-egypt,Public campaigns,
the-gubin-brody-lignite-mine-poland,"Artistic and creative actions (eg guerilla theatre, murals)",
the-gubin-brody-lignite-mine-poland,Development of alternative proposals,
the-gubin-brody-lignite-mine-poland,Involvement of national and international NGOs,
the-gubin-brody-lignite-mine-poland,Media based activism/alternative media,
the-gubin-brody-lignite-mine-poland,Objections to the EIA,
the-gubin-brody-lignite-mine-poland,Official complaint letters and petitions,
the-gubin-brody-lignite-mine-poland,Public campaigns,
