other_health_impacts,other_socio_economical_impacts,other_environmental_impacts,slug
"According to ACT, ""One of most unfortunate outcome of these projects is the plight of the natives who do not know how to utilize the money given as compensation and within a short period of time all the cash gets blown off on unproductive ventures like buying second hand vehicles, feasting (alcoholism), etc. Ultimately they lose the land and also the money. Further, it increases the instances of alcoholism amongst the tribals resulting in health problems and death causing untold hardship to the families of these ingenuous natives."" [5]
""One of the conditions of the environmental clearance is that ""All the labourers to be engaged for construction works should be thoroughly examined by health personnel and adequately treated before issuing them work permit."" Since, there has been utter disregard to the health care aspect of the people of the affected area. Various studies by NGOs and Aids Control Society of Sikkim raise suspicion that there has been a high increase in veneral diseases (STD) in the region after the project started in the year 2003. This is an alarming situation that could lead to a spread of dreaded diseases like HIV and Hepatitis, for which there is no cure nor and for the people."" [5]","According to the research by Chhetri (2017), apart from inundated lands and homes and businesses, discussion, one other ""group affected is quarry workers, who break stones from the riverbank and sell them to construction companies (usually via local contractors). This is an important and, for many households, only source of income. The rising Teesta has submerged most of the quarry sites"" ""Women have been hit the hardest, as a majority of the local women were employed at these quarry sites, earning on average up to `300 per day, which permitted them a degree of fi nancial independence and the means to support their families. With the closure of the quarries, most of these women now stay at home and their families stru ggle to make ends meet."" An other affected category are the small tourist businesses, for example rafters, who now have a small stretch of the river for their activities [1]",,teesta-conflict-in-sikkim
,,,shell-shale-gas-project-skane-sweden
,,,taldy-bulak-levoberezhny-gold-deposit-altynken-llc
,,,poaching-illegal-mining-and-other-crimes-in-corcovado-national-park-costa-rica
,,,illegal-fishing-in-bicol-philippines
,,,mtwara-dar-es-salaam-gas-pipeline
,,,rio-tinto-zinc-in-molleturo-ecuador
,,,gaya-hidroelectrica-rioapulco-puebla
,,,210000-gallon-oil-spill-from-keystone-pipeline-in-south-dakota
"cancer, kindey diseases",,,chiping-xinfa-huayu-alumina-co-ltd-liaocheng-shandong-china
,,,duke-energy-coal-ash-spill-in-north-carolina
,,,rio-blanco-molleturo-azuay-ecuador
Adverse effects such as psychological disturbance tied to noise pollution and exploded dynamites ,"Loss of income, loss of cultural heritage",,ozbek-village-stone-quarry-construction-turkey
,"Loss of livelihoods for fishermen living nearby the site of the project and in the areas where the construction materials are extracted. Fishermen who live along the coastal area of Kammalthota to the Rathmalana claim that their income has been already reduced due to the depletion of fish resources as a result of sand mining. The fishermen of Modera complain that due to sand mining they suffer the loss of their seashore which was used to tie up their boats [10][12].
Following the new city development the people who dwell in the city will be cut off from the rest of citizens in the mainland. The group of people who could afford an apartment in the City Port would stand out as a different community altogether since their life styles will be different and interaction with mainland community will be minimal. This might create a new rift and conflict between these two groups of people [12].
Impact of the loss of the Galle Face due to its aesthetic value and the benefit that this public space provides to the thousands of people that use it for recreational purposes [11].","The construction working and the sand extraction will impact on the underwater rich biodiversity in both Dredging Site and the Project Site of the Port City. This will especially occur in the districts of Gampaha, Colombo and Kalutara where the authorities identified 11 quarries from which supply the needed materials [10].
Impacts on the level of ground water in the sites of granite extraction for construction materials. Studies suggest that if the granite rocks are destroyed the ground water level in the area will decline.
The project may increase the negative impact of climate change such those caused by sea level rise, storms and other extreme events [11].
Colombo City itself hosts a variety of wildlife habitats including charismatic, threatened and endangered species (Saltwater crocodiles, Spot billed Pelicans, Fishing Cats, Western Purple Face Leaf Monkey). By creating green spaces and waterways, some of these species will colonise the space [11].
For further information consult the Comments sent by Environmental Foundation
Limited on Supplementary EIA on Colombo Port City Project [11].",port-city-project-sri-lanka
,Potential to divide communities,Seismic activity,success-unconventional-gas-exploration-and-production-banned-in-victoria
,,,tapeba-indians-threatened-by-companies-and-public-policies-in-caucaia-ceara-brazil
,Loss of archaeological sites,,comuna-of-agua-blanca-against-the-poly-oil-pipe-ecuador
,The EIA has identified archaeological findings in significant quantities. ,,belo-sun-mining-project-brasil
Contamination by chrome from the tanneries,,,traditional-communities-against-pollution-of-leather-industry-in-belem
,,,kashagan-oil-field
,,,blayais-nuclear-central
,,,miskito-nicaragua
,,,corredor-interoceanico-del-istmo-de-tehuantepec-mexico
,,,displacement-for-conservation-in-achanakmar-tiger-reserve-cg-india
,,,save-the-forest-of-rades-tunisia
,,Damage to coastal areas,chiloe-wind-power-project-in-mapuche-territory
Tuberculosis,,,pollution-of-watercourses-due-to-gold-mining-in-gauteng-province
,"Between 200,000 and 300,000 people have already been displaced to clean the area for the reservoir. If the dam is built, more people might be displaced. Women will also be more impacted due to their vulnerable socio-economic conditions at their household and community level.",The reservoir will inundate a vast area that is now covered by primary forest. Logging has already started. The dam might also disrupt the hydrology of the river. ,mong-ton-or-tasang-dam
Cancer,,,project-to-build-up-2-high-voltage-power-lines-in-llucmajor
,,,subernarekha-multipurpose-project-kharkai-barrage-gamharia-in-seraikela-kharsawan-india
Land and Water Poisoning,Difficulties in access to water,,bafa-lake-nature-park-turkey
,,,mangalore-refinery-and-petrochemicals-limited-mrpl-karnataka-india
,,,tridaine-water-spring-la-boverie-quarry
Imposibilidad de prácticar deporte,Loss of surfing facilities,Loss of beach because of new road. ,tablistas-contra-la-destruccion-de-playas-en-lima
,,,rathupaswela-water-contamination-sri-lanka
,,,coal-fired-plant-to-be-built-by-chinese-company-jiuquan-iron-steel-at-nain-st-elizabeth-jamaica
,,Offensive odor,red-tide-in-nanko-south-lake-of-lake-biwa
,,,wilmar-grabs-kapa-indigenous-land
What health impacts are inflicted on the laborers who were engaged in breaking the ship before the same was stopped vide court order on...are yet to be known,,"Since the vessel contained NORM and the breaking of it already started, it is very much possible that the laborers and surrounding area were exposed to radiation contamination.  ",dumping-of-radiated-ship
,,foul smell because of pollution; ,anacostia-river-environmentally-degraded-by-pollution-and-urban-waste-usa
,,,exploracion-de-uranio-en-tilcara
,,,tunur-solar-park-tunisia
,,"Pollution of soil, hydro systems with benzene, mercury",fracking-voelkersen-germany
,,The company cleared local rubber agro-forests.,pt-wilmar-sambas-plantation-conflict-kalimantan-indonesia
"asthma, rhinitis, and skin tumours [7]
Indigenous woman Werima Mananta died in 2013 due to her dedicated fight for their indigenous territory [2]",,"Increasing suspended particulates (TSP) and airborne metal concentrations (Ni, Co and Cr )",karonsie-dongi-people-and-vale-mine-in-sorowako-sulawesi-indonesia
,Falta de acceso al agua para la comunidad,,despojo-de-agua-a-comunidades-originarias-en-amealco
,,,la-huella-de-chevron-en-venezuela
"Illnesses caused by pollutants emitted by aircraft_x000D_
Risk of bird strikes - collisions with aircraft",,,vora-airport
,,,vulnerabilidad-hidrologica-por-urbanizacion-ilegal
Problemas de salud por dificultad de acceso al agua por disponibilidad de fuentes de abastecimiento,"Conflictos entre comunidades por la competencia de los recursos forestales.
Reclutamiento de jóvenes de la región para trabajar como talamontes.
Incremento de la situación de pobreza de las comunidades al privar de su territorio, formas de sustento y recursos naturales.",Cambio de uso de suelo  para plantaciones comerciales de aguacates como ha sucedido en la región Purépecha,bosques-agua-y-territorio-en-cheran
,Loss of agricultural landscapes,loss of coastal zone,jeju-naval-base-construction-republic-of-korea
Premature deaths caused by the plant emissions were calculated in the 2012 report published by the independent organization SOMO concerning Enel activities and comparing the cost to use coal with the use of other resources. [2],The local fishing industry and the tourism sector would be damaged by impacts of the coal project. [4],"The plant would emit in the air high quantity of CO2, SO2, NOx, PM highly damaging to the environment [2].
In addition, the transit of large vessels for the supply of coal would damage the marine fauna and flora of the Delta river park. [4] The long-term impacts of carbon capture and storage technologies are also unknown.",enel-coal-power-plant-in-porto-tolle
,,,conservation-of-south-sandwich-islands-antarctica
,,Land subsidence,coal-mining-operation-led-to-subsidence-in-hejin-shanxi-china
,,,puerto-de-paracas
,Desecration of graves,,ivanplats-platreef-mine-in-mokopane-south-africa
,,,cementerio-nuclear-cader-en-temascalapa-estado-de-mexico
,,,son-la-hydropower-dam-vietnam
,,,extension-of-the-nice-airport-france
"Exposure to ashes, respiratory problems",,,apnrl-coal-power-plant-in-padampur-jharkhand-india
,,,protests-stopped-the-eviction-of-a-roma-community-for-alleged-fire-hazard-in-mazargues-marseille-france
,,,chicagos-toxic-doughnut-usa
,,,los-pescados-river-hydroelectric-veracruz
,,,altai-people-against-the-power-of-siberia-2-gas-pipeline-to-china-russia
Respiratory problems,,"Dust, Vibration, blocking of elephant corridors",hinuguruellapitiya-quarries
- air pollution-related diseases (asthma etc.) (P),"- destruction of architectural monuments (P)_x000D_
- more expensive electricity (P)_x000D_
- loss of GDP due to increased morbidity and premature death of inhabitants (P)_x000D_
- collapse of agriculture and ecotourism (P)","- cone of depression (P)_x000D_
- disappearance of the Drybok River (P)",north-coal-fired-power-plant-pomerania-poland
,,,the-pollution-of-the-barada-river-a-tragic-example-of-the-impact-of-conflict-on-the-environment-and-people
Enfermedades respiratorias como traqueitis,,,movilizaciones-del-gas-protest-against-industrial-pollution-in-erandio-basque-country
Alleged emission of dioxin and other furans leading to cancer,,,protest-against-the-plnnaed-liulitun-waste-incineration-power-plant-haidian-district-beijing-china
,,,addax-bioenergy-bioethanol-project-in-makeni-bombali-district-sierra-leone
,,,minera-madero-morelos-zacatecas-mexico
,,,mackenzie-valley-pipeline
,,,nayachar-chemical-hub-india
"Cancer, lead in blood values",,,umicore-hoboken-the-ecological-debt-of-an-industrial-plant-belgium
,,,mali-water-privatisation-mali
,,,parque-eolico-chicxulub-incluye-linea-de-transmision-e-intento-de-privatizacion-de-tierras-del-ejido-de-ixil
Risk of fluorosis,"There are claims that economic benefits go abroad, and taxes on aluminium exports and royalties are too low or non-existent. This apart from the riky situation created in 2010 by the emissions of effluents. ",,mozal-mozambique
,,,nandigram-chemical-hub-india
Illnesses caused by pollutants emitted by aircraft,,Loss of copra (coconut) farm,lio-tourism-estate
,,,la-morada-miski-mayo-peru
,Environmental Liabilities (Pasivos Ambientales)of El Mochito mine,,santa-barbara-honduras
,,,asuwei-waste-incinerator-in-changping-beijing
,,,petrobras-shale-gas-exploration-field-ac-t-8-vale-do-jurua-brazil
La construcción del aeropuerto ha supuesto mucha violencia contra los pobladores de los territorios vecinos,,,actualizacion-atenco-aeropuerto-internacional-mexico
