UID,name,government_actors
emelle-nations-largest-hazardous-waste-landfill-usa,ADEM ,
arcelormittals-iron-ore-mining-liberia,Ministry of Lands,
arcelormittals-iron-ore-mining-liberia,Mines and Energy,
arcelormittals-iron-ore-mining-liberia,Ministry of Finance,
arcelormittals-iron-ore-mining-liberia,Ministry of Planning and Economic Affairs,
arcelormittals-iron-ore-mining-liberia,Secretariat of the Liberia Reconstruction and Development Committee ,
arcelormittals-iron-ore-mining-liberia,Environmental Protection Agency of Liberia,
arcelormittal-steel-production-factory-zenica-bosnia-and-herzegovina,[],
ruptured-pipeline-spews-crude-oil-nigeria,Federal Ministry of Environment,
ruptured-pipeline-spews-crude-oil-nigeria,National Oil Spill Detection and Remediation Agency ,
tintaya-espinar-peru,Consejo Nacional del Ambiente CONAM,
tintaya-espinar-peru,Municipio de Espinar ,
tintaya-espinar-peru,Oficina de Gestión de Conflictos,
coro-coro-hidrometalurgica,Gobierno nacional de Bolivia,
daule-peripa-hydropower-dam-ecuador,Comision de Estudios para el Desarrollo de la Cuenca del Rio Guayas-CEDEGE ,
daule-peripa-hydropower-dam-ecuador,The Ecuadorian government,
daule-peripa-hydropower-dam-ecuador,Ecuadors Public Debt Audit Commission (Comisin para la Auditora Integral del Crdito Pblico,
daule-peripa-hydropower-dam-ecuador,CAIC),
shrimp-farming-bangladesh,USAID - USA,
bauxite-mining-in-paderu-visakhapatnam-india,Government of Andhra Pradesh,
bauxite-mining-in-paderu-visakhapatnam-india,Andhra Pradesh Mineral Development Corporation,
bafokeng-platinum-mine-south-africa,Department of Minerals and Energy,
bafokeng-platinum-mine-south-africa,Department of Land Reform and Rural Development,
bafokeng-platinum-mine-south-africa,Rustenburg Local Municipality,
paramo-de-santurban-colombia,Ministerio de Ambiente y Desarrollo Sostenible,
paramo-de-santurban-colombia,Ingeominas ,
paramo-de-santurban-colombia,Presidencia de la República,
paramo-de-santurban-colombia,Ministerio de Minas Y Energía,
paramo-de-santurban-colombia,Instituto Alexander Von Humboldt,
paramo-de-santurban-colombia,Corporación Autonoma Regional de Santander,
paramo-de-santurban-colombia,Corporacion Autonoma Regional para la Defensa de la Meseta de Bucaramanga ,
paramo-de-santurban-colombia,Sociedad de Mejoras Públicas,
paramo-de-santurban-colombia,Cámara de Comercio de Bucaramanga,
sardinal-costa-rica,Secretaria Tecnica Nacional Ambiental SETENA,
riano-dam-spain,Duero river Water Authority ,
riano-dam-spain,Ministry of Public Works and Urbanism ,
riano-dam-spain,Ministry of Environment did not exist at that moment.,
riano-dam-spain,the government actors held the valuation speech of economics,
riano-dam-spain,public benefit,
riano-dam-spain,apparently objective (but often very biased) technical language...,
daewo-blocks-only-source-of-natural-water-in-okordia-clan,Nigerian National Petroleum corporation.,
field-report-209-abandoned-tin-mines-endanger-communities,Federal Ministry of Environment,
field-report-209-abandoned-tin-mines-endanger-communities,National Environmental Standards and Regulations Enforcement Agency ,
a-brown-nakeen-corporation-palm-oil-plantation-and-human-rights-violations-in-opol-misamis-oriental-philippines,Department of Natural Resources ,
esmeraldas-refinery-ecuador,Environment Ministry ,
esmeraldas-refinery-ecuador,Education Ministry,
esmeraldas-refinery-ecuador,The Ministry of Works,
esmeraldas-refinery-ecuador,Ministry of Social Welfare,
soda-ash-mining-in-lake-natron-tanzania,Tanzanian Government; National Environment Management Authority;Uganda Wildlife Society;; Kenya Wildlife Service,
anti-asbestos-campaign-australia,Western Australian and Australian governments,
oil-spills-devastates-swamps-in-ikeinghenbiri-community-nigeria,Nigerian National Petroleum Corporation ,
waste-incineration-fuelled-cement-plant-in-morata-de-tajuna-spain,Ministry of Environment,
waste-incineration-fuelled-cement-plant-in-morata-de-tajuna-spain,Madrid Regional government,
waste-incineration-fuelled-cement-plant-in-morata-de-tajuna-spain,Morata de Tajuña Town Council,
manantial-espejo-gold-and-silver-mining-santa-cruz-argentina,Marcelo Serafini (Concejal UCR) de Gobernador Gregores,
artvin-kabaca-valley-hydro-power-plant-turkey,Regional Directorate of Forestry,
artvin-kabaca-valley-hydro-power-plant-turkey,Regional Directorate of State Hydraulic Works,
artvin-kabaca-valley-hydro-power-plant-turkey,Regional Directorate of Forestry and Water Affairs,
tauramena-casanare-colombia,Concejala Municipio Tauramena,
tauramena-casanare-colombia,Dina Heredia,
tauramena-casanare-colombia,Comité por la Defensa del Agua,
tauramena-casanare-colombia,Alcalde Tauramena,
tauramena-casanare-colombia,Alexander Contreras,
tauramena-casanare-colombia,Ministra de Medio Ambiente,
tauramena-casanare-colombia,Luz Helena Sarmiento,
tauramena-casanare-colombia,Ministro de Minas y Energía,
tauramena-casanare-colombia,Amilkar Acosta,
shells-operations-contaminate-okorogbene-community-nigeria,NNPC,
proyecto-de-oro-y-cobre-cerro-casale-aldebaran-chile,Comision Regional del Medio Ambiente de Atacama,
proyecto-de-oro-y-cobre-cerro-casale-aldebaran-chile,Corporacion Nacional de Desarrollo Indigena ,
singur-fiat-tata-project-india,Supreme Court of India,
singur-fiat-tata-project-india,Government of West Bengala,
singur-fiat-tata-project-india,Communist Party of India ,
singur-fiat-tata-project-india,Revolutionary Socialist Party,
uranium-mine-reopening-in-pecs-hungary,Hungarian government,
uranium-mine-reopening-in-pecs-hungary,local self-government of Pecs,
uranium-mine-reopening-in-pecs-hungary,Regional Environmental and Water Authority of the Southern Transdanubia Region,
panem-coal-mines-india,Punjab State Electricity Board Government of Jharkhand,
maruti-suzuki-gujarat-plant-india,Government of Gujrat,
balangir-power-station-orissa-india,Government of Orissa,
balangir-power-station-orissa-india,Orissa Pollution Control Board,
caserones-chile,CONAMA,
caserones-chile,Ministerio de Obras Publicas MOP,
caserones-chile,Municipalidad de Tierra Amarilla,
impacts-of-iron-ore-mining-in-conceicao-do-mato-dentro-mg-brazil,Instituto Estadual de Florestas IEF);,
impacts-of-iron-ore-mining-in-conceicao-do-mato-dentro-mg-brazil,Secretaria do Estado de Meio Ambiente e Desenvolvimento (SEMAD);,
impacts-of-iron-ore-mining-in-conceicao-do-mato-dentro-mg-brazil,Instituto Mineiro de Gestao das Aguas (IGAM);,
impacts-of-iron-ore-mining-in-conceicao-do-mato-dentro-mg-brazil,Fundacao Estadual do Meio Ambiente (FEAM);,
impacts-of-iron-ore-mining-in-conceicao-do-mato-dentro-mg-brazil,Instituto Estadual do Patrimonio Historico e Artistico (IEPHA);,
impacts-of-iron-ore-mining-in-conceicao-do-mato-dentro-mg-brazil,Instituto do Patrimonio Historico e Artistico Nacional (IPHAN);,
impacts-of-iron-ore-mining-in-conceicao-do-mato-dentro-mg-brazil,Ministerio Publico Federal (MPF);,
impacts-of-iron-ore-mining-in-conceicao-do-mato-dentro-mg-brazil,Ministerio Publico Estadual de Minas Gerais (MPE/MG); Defensoria Publica de Minas Gerais (DPMG);,
impacts-of-iron-ore-mining-in-conceicao-do-mato-dentro-mg-brazil,Prefeitura Municipal de Conceicao do Mato Dentro,
mgbede-community-and-abandoned-oil-well-site-nigeria,Nigerian National Petroleum Corporation. ,
puerto-ebano-manabi-against-shrimp-farming-ecuador,Instituto Ecuatoriano Forestal y de Areas Naturals-INEFAN (Ecuadorian Institute of Forestry and Natural Areas). Later,
puerto-ebano-manabi-against-shrimp-farming-ecuador,it became the Ministry of Environment,
puerto-ebano-manabi-against-shrimp-farming-ecuador,Programa de Manejo de Recursos Costeros - PMRC (Costal Resource Management Program).,
puerto-ebano-manabi-against-shrimp-farming-ecuador,Ministry of Defense: La Direccin de la Marina Mercante y el Litoral -DIGMER (The Direction of the Coast Merchant Marine) and the Port Authorities.,
puerto-ebano-manabi-against-shrimp-farming-ecuador,Instituto Ecuatoriano de Reforma Agraria y Colonizacin-IERAC (ex-Ecuadorian Institue for Agrarian Reform and Colonization).,
nile-basin-reforestation-project-uganda,National Forest Authority [NFA],
mejia-thermal-power-station-mtps-india,Central Electricity Authority,
mejia-thermal-power-station-mtps-india,Government of West Bengal,
new-zimbabwe-steel-river-pollution-kwekwe-zimbabwe,Ministry of Mines and Mining Development,
new-zimbabwe-steel-river-pollution-kwekwe-zimbabwe,Environmental Management Agency,
new-zimbabwe-steel-river-pollution-kwekwe-zimbabwe,Ministry of Industry and Commerce,
new-zimbabwe-steel-river-pollution-kwekwe-zimbabwe,Office of President Mugabe,
hydroelectric-power-station-laxa-river-skutustadahreppur-iceland,Laxárvirkjun ,
allianoi-ancient-city-and-yortanli-dam-turkey,The General Directorate of State Hydraulic Works ,
pt-pakerin-land-use-conflict-with-pangkala-bayat-community-indonesia,Minister of Forestry,
access-to-green-space-in-los-angeles-usa,City of Los Angeles Department of Recreation and Parks,
afrodita-dorato-condorcanqui-peru,Ministerio del Ambiente,
afrodita-dorato-condorcanqui-peru,Ministerio de Energia y Minas,
afrodita-dorato-condorcanqui-peru,Instituto Nacional de Recursos Naturales-Inrena,
lack-of-clean-water-in-central-valley-ca-usa,State legislature,
lack-of-clean-water-in-central-valley-ca-usa,Department of Water Resources,
lack-of-clean-water-in-central-valley-ca-usa,the State Water Resources Control Board and Department of Public Health,
lack-of-clean-water-in-central-valley-ca-usa,Central Valley Regional Water Quality Control Board,
enchroachment-on-mau-forests-complex-kenya,Kenya Forest Service; Kenya Wildlife Service;Ministry of Lands,
enchroachment-on-mau-forests-complex-kenya,Housing and Urban Development; Ministry of Environment,
enchroachment-on-mau-forests-complex-kenya,Water and Natural Resources; Department for Resource Surveys and Remote Sensing ,
wind-farm-at-volovja-reber-slovenia,Environmental Agency of Republic of Slovenia.,
wind-farm-at-volovja-reber-slovenia,Ministry for Agriculture and environment.,
tres-valles-coquimbo-chile,Comisión Regional del Medio Ambiente COREMA,
morococha-displacement-toromocho-project-peru,Defensoría del Pueblo,
morococha-displacement-toromocho-project-peru,Municipalidad Distrital de Morococha,
morococha-displacement-toromocho-project-peru,Gobierno Regional de Junín,
morococha-displacement-toromocho-project-peru,Marcial Salomé,
morococha-displacement-toromocho-project-peru,alcalde de Morococha,
sponge-iron-plants-in-odisha-india,The State Pollution Control Board ,
oil-seed-farming-project-in-tana-river-delta-kenya,National Environment Management Authority ,
oil-seed-farming-project-in-tana-river-delta-kenya,Ministry of Agriculture,
oil-seed-farming-project-in-tana-river-delta-kenya,Office of the president,
oil-seed-farming-project-in-tana-river-delta-kenya,Provincial Administration (Provincial Commissioners,
oil-seed-farming-project-in-tana-river-delta-kenya,District Commissioners,
oil-seed-farming-project-in-tana-river-delta-kenya,District Officers,
oil-seed-farming-project-in-tana-river-delta-kenya,Area Chiefs and Assistant Chiefs),
oil-seed-farming-project-in-tana-river-delta-kenya,Tana River District,
oil-seed-farming-project-in-tana-river-delta-kenya,Ministry of Lands,
oil-seed-farming-project-in-tana-river-delta-kenya,Ministry of Roads,
oil-seed-farming-project-in-tana-river-delta-kenya,County Councils,
oil-seed-farming-project-in-tana-river-delta-kenya,Ministry of Labour,
oil-seed-farming-project-in-tana-river-delta-kenya,department of Occupational Health and Safety,
oil-seed-farming-project-in-tana-river-delta-kenya,Ministry of Water and Irrigation,
oil-seed-farming-project-in-tana-river-delta-kenya,Ministry of Wildlife and Forestry,
oil-seed-farming-project-in-tana-river-delta-kenya,Kenya Wildlife Service ,
cochabamba-water-war-bolivia,Ministry of the Interior - Bolivia,
cochabamba-water-war-bolivia,Bolivian Army and police,
cochabamba-water-war-bolivia,Government of Cochabamba,
minera-aguilar-amenaza-humahuaca-argentina,Fiscalia ,
cerro-matoso-colombia,Ministerio de Minas y Energia,
cerro-matoso-colombia,Ministerio de Ambiente y Desarrollo Sostenible,
cerro-matoso-colombia,Ingeominas ,
cerro-matoso-colombia,Contraloriaa General de la Republica,
cerro-matoso-colombia,Gobernacion de Cordoba,
cerro-matoso-colombia,Alcaldia Municipal de Montelibano,
cerro-matoso-colombia,Senado de la Republica de Colombia,
cerro-matoso-colombia,Departamento Nacional de Planeacion,
shell-gas-flaring-in-opolo-epie-nigeria,Nigerian National Petroleum Corporation .,
tabio-rio-frio-mining-activities-colombia,Ministerio de Ambiente y Desarrollo Sostenible,
tabio-rio-frio-mining-activities-colombia,Defensoría del Pueblo,
tabio-rio-frio-mining-activities-colombia,Corporación Autónoma Regional de Cundinamarca - CAR,
tabio-rio-frio-mining-activities-colombia,Procuraduría General de la Nación,
tabio-rio-frio-mining-activities-colombia,Gobernación de Cundinamarca,
tabio-rio-frio-mining-activities-colombia,Alcaldía de Tabio,
tabio-rio-frio-mining-activities-colombia,Ingeominas (Instituto,
tabio-rio-frio-mining-activities-colombia,Colombiano de Geología y Minería,
serlui-b-hydropower-project-mizoram-india,Government of Mizoram,
serlui-b-hydropower-project-mizoram-india,Ministry of Environment and Forest,
tata-mundra-ultra-mega-power-project-gujarat-india,Government of India,
tata-mundra-ultra-mega-power-project-gujarat-india,Government of Gujarat,
acueducto-independencia-hermosillo-sonora,CONAGUA,
acueducto-independencia-hermosillo-sonora,SEMARNAT,
acueducto-independencia-hermosillo-sonora,SAGARPA,
acueducto-independencia-hermosillo-sonora,CEA Sonora,
acueducto-independencia-hermosillo-sonora,Gobernador de Sonora: Guillermo Padres Elias,
acueducto-independencia-hermosillo-sonora,Alcalde de Cd. Obregon: Rogelio Diaz Brown,
acueducto-independencia-hermosillo-sonora,Diputado Federal: Faustino Felix ,
acueducto-independencia-hermosillo-sonora,Diputado local: Abel Murrieta Gutierrez ,
acueducto-independencia-hermosillo-sonora,Ex-Gobernador de Sonora: Eduardo Bours,
acueducto-independencia-hermosillo-sonora,Flor Ayala Robles Linares ,
coltan-parque-nacional-puinawai-colombia,Presidencia de la Republica,
coltan-parque-nacional-puinawai-colombia,Ministerio de Minas y Energia,
coltan-parque-nacional-puinawai-colombia,Ministerio de Ambiente y Desarrollo Sostenible,
coltan-parque-nacional-puinawai-colombia,Parques Nacionales Naturales de Colombia,
coltan-parque-nacional-puinawai-colombia,Policia Nacional,
coltan-parque-nacional-puinawai-colombia,Armada Nacional de Colombia,
coltan-parque-nacional-puinawai-colombia,Gobernacion de Guainia,
coltan-parque-nacional-puinawai-colombia,Defensorï¿½a del Pueblo,
mtunzini-exxaro-proposed-sand-mining-south-africa,Department of Mineral Resources,
mtunzini-exxaro-proposed-sand-mining-south-africa,Industrial Development Corporation,
mtunzini-exxaro-proposed-sand-mining-south-africa,Dept of Environment,
mtunzini-exxaro-proposed-sand-mining-south-africa,Dept of Water Affairs,
mtunzini-exxaro-proposed-sand-mining-south-africa,KZN Department of Agriculture,
mtunzini-exxaro-proposed-sand-mining-south-africa,Environmental Affairs and Rural Development ,
monsanto-gm-crops-egypt,Ministry of Agriculture,
monsanto-gm-crops-egypt,Ministry of Environment,
monsanto-gm-crops-egypt,Agricultural Research Center,
monsanto-gm-crops-egypt,Agricultural Genetic Engineering Research Institute,
titiribi-antioquia-colombia,Ministerio de Ambiente y Desarrollo Sostenible,
titiribi-antioquia-colombia,Gobernacion de Antioquia,
