UID,updated_at,slug,name,locale,id,headline
atewa-forest-bauxite-mining,2022-05-02,atewa-forest-bauxite-mining,"Atewa Forest bauxite mining, Ghana",en,3274,"Mining  bauxite in Atewa Forest for aluminium production, Ghana will destroy the water source for 5 million Ghanaians, and the home of critically endangered wildlife. "
krabi-coal-fired-power-station-project,2022-05-02,krabi-coal-fired-power-station-project," Krabi coal-fired power station project, Thailand",en,1751,Alternatives to coal are plenty; opponents to the Krabi plant made it clear they don't want more coal facilities but a greener and just economy based on sustainable tourism and clean energy
heilongian-beidahuang-in-rio-negro-argentina,2022-05-02,heilongian-beidahuang-in-rio-negro-argentina,"Heilongian/Beidahuang in Rio Negro, Argentina",en,93,
eni-green-chemistry-project-in-porto-torres,2023-06-11,eni-green-chemistry-project-in-porto-torres,"Green chemistry project in Porto Torres, Italy",en,1518,
bukeekit-jaja-population-against-land-grabbing-by-berkat-hutan-pusaka-bhp-oil-palm-company-indonesia,2021-10-14,bukeekit-jaja-population-against-land-grabbing-by-berkat-hutan-pusaka-bhp-oil-palm-company-indonesia,"Bukit Jaya, Bumit Harapan & Piondo villages against PT BHP & PT KLS oil palm companies, Indonesia",en,3380,"The oil palm conflict in Central Sulawesi began in the 1990s. Communities resistance against the PT BHP and KLS companies  resulted in an arrest of 23 farmers and miners, among those the land activist Eva Bande."
dams-on-the-niger-and-sokoto-rivers-nigeria,2022-04-25,dams-on-the-niger-and-sokoto-rivers-nigeria,"Dams on the Niger and Sokoto Rivers, Nigeria",en,470,
baia-mare,2022-05-02,baia-mare,"Baia Mare gold exploitation, Romania",en,1956,"Cyanide spill in 2000 caused severe contamination and it took ten years to restore fauna and flora in what is called ""the second Chernobyl"""
liquefied-natural-gas-project-lng-2-gydan-peninsula-arctic-russia,2023-08-05,liquefied-natural-gas-project-lng-2-gydan-peninsula-arctic-russia,"Liquefied natural gas project -LNG 2,  Gydan peninsula, Arctic Russia",en,5505,"Across the Yamal penninsula where already a mega Arctic LNG1 is in operation, a new  LNG 2 project is under construction. Total (France) is very much involved. "
athirapalli-dam-kerala-india,2021-10-14,athirapalli-dam-kerala-india,"Athirapally dam, Kerala, India",en,3447,Resistance for ten years to the Kerala State Electricity Board (KSEB) proposal for the Athirapally 163 MW hydroelectric project on the 144 km heavily dammed Chalakudy River 
sea-3-liquid-propane-gas-expansion-providence-rhode-island-usa,2023-04-25,sea-3-liquid-propane-gas-expansion-providence-rhode-island-usa,"Local Residents Protest Sea-3 Liquid Propane Gas Expansion, Providence, Rhode Island, USA",en,6212,The Company Sea-3 Providence aims to expand its storage and operations for liquid propane gas. Opposition suggests the proposal could continue the social and environmental harm from the industrial port. affecting a minority and low-income population.
jubilee-field-oil-versus-fish-ghana,2021-10-14,jubilee-field-oil-versus-fish-ghana,"Jubilee Field: oil versus fish, Ghana",en,164,
tarda-agricultural-farming-in-tana-river-delta,2023-05-13,tarda-agricultural-farming-in-tana-river-delta,"Tarda agricultural farming in Tana River Delta , Kenya",en,26,"TARDA and the Mumias Sugar Co. wanted to farm sugar cane for local consumption in Kenya and for export (ethanol)  in 40,000 ha. An alliance of pastoralists and conservationists stopped the project. "
amarakaeri-against-hunt-oil,2021-10-14,amarakaeri-against-hunt-oil,"Amarakaeri communal reserve against Hunt Oil and Repsol, Peru",en,2260,"Harakbut, Matsiguenka and Yine in the Amarakaeri community reserve in the province of Manu (Madre de Dios) oppose gas and oil exploration by Hunt Oil and Repsol."
indigenous-peoples-land-for-rubber-plantations-cambodia,2022-05-02,indigenous-peoples-land-for-rubber-plantations-cambodia,"Indigenous peoples land for rubber plantations, Cambodia",en,89,"Indigenous peoples in Ratanakiri have struggled against plantation encroachment as early as the 1990s, but the problem significantly worsened in 2001 with the introduction of Economic Land Concessions (ELCs)."
wind-farm-installation-in-the-protected-area-of-karaburuni-peninsula-albania,2023-06-11,wind-farm-installation-in-the-protected-area-of-karaburuni-peninsula-albania,"Wind Farm Installation in the Protected Area of Karaburuni Peninsula, Albania",en,1433,In the beginning of 2008 the Albanian Government granted approval for the construction of a large (500 MW) wind farm in the protected area of Karaburuni Peninsula.
poisoning-lead-smelting-plants-in-jiyuan-henan-china,2022-05-02,poisoning-lead-smelting-plants-in-jiyuan-henan-china,"Poisoning lead smelting plants in Jiyuan, Henan, China",en,4716,"More than 1,000 children in China's biggest lead smelting center confirmed with excessive levels of blood lead. 35 lead smelters were temporarily suspended, 15,000 residents were planned to be relocated."
shells-toxic-legacy-in-curacao,2021-10-14,shells-toxic-legacy-in-curacao,"Shell’s toxic legacy, Curaçao",en,3159,The pollution by the Isla refinery on Curaçao has been a problem for many years. Curaçaoans living downwind of the refinery experience many health issues on account of its toxic emissions. 
mezica-valley-slovenia,2022-04-25,mezica-valley-slovenia,"Mezica Valley, Slovenia",en,403,
antipollution-protests-against-local-solar-panel-manufacturers-quanzhou-fujian-china,2021-10-14,antipollution-protests-against-local-solar-panel-manufacturers-quanzhou-fujian-china,"Antipollution protests against solar panel manufacturers, Quanzhou, Fujian, China",en,3077,"More than a thousand of local residents protested since December 2015 against  a solar panel manufacturer near their residential area in Quanzhou City, Fujian Province. "
panchgaon-maharashtra,2021-10-31,panchgaon-maharashtra,"Panchgaon's community forest rights, Maharashtra, India",en,3049,"The people of Panchgaon faced livelihood insecurity due to denial of access to the forest that they had depended on. They  struggled to obtain legal rights, becoming the first village in their district to get these rights. "
shrimp-processing-plant-in-chinandega,2021-10-14,shrimp-processing-plant-in-chinandega,"Growth in Shrimp Farming for export in Chinandega, Nicaragua ",en,3302,"Coastal families became poorer with the arrival of PESCANOVA , a Spanish firm that monopolised the shrimp export market. It is blamed for environmental pollution, loss of magrove forests, and violation of human rights.  "
rio-dagua-gold-mining-zaragoza-colombia,2023-07-18,rio-dagua-gold-mining-zaragoza-colombia,"Rio Dagua gold mining, Zaragoza, Colombia",en,703,
raffinazione-del-petrolio-a-taranto,2022-05-22,raffinazione-del-petrolio-a-taranto,Refinería eni de Taranto,es,4554,Desde la actividad de la refinería hasta el proyecto Temppa Rossa
agribusiness-affecting-indigenous-tremembe-in-ceara,2022-05-02,agribusiness-affecting-indigenous-tremembe-in-ceara,"Expansion of coconut plantations threatens the Tremembé indogenous people, Brazil",en,2951,"Coconut plantations, irrigation projects and tourism infrastructure are threaten indigenous Tremembé in Ceará"
redmud-disaster-kolontar-devecser-hungary,2022-04-25,redmud-disaster-kolontar-devecser-hungary,"Redmud disaster Kolontar-Devecser, Hungary",en,535,
mattala-airport,2022-05-02,mattala-airport,"Mattala Airport, Sri Lanka",en,3953,"Mattala Airport, built in the midst of wildlife sanctuaries, wages an ongoing battle against birds and animals that could pose a risk to air safety. Removal of habitats and obstruction of migration routes has led to an increase in human-elephant conflicts"
oil-extaction-in-dibru-saikhowa-national-park,2021-10-14,oil-extaction-in-dibru-saikhowa-national-park,"Hydrocarbon exploration and blowout at Dibru-Saikhowa National Park, Assam, India",en,5060,Blowout at OIL India well  has killed and displaced people; it will damage the protected environment; locals already protested against the project before the explosion in May 2020. 
sewage-mismanagement-in-bloemhof-northwest-south-africa,2021-10-14,sewage-mismanagement-in-bloemhof-northwest-south-africa,"Sewage mismanagement in Bloemhof, North West, South Africa",en,5124,A sewage spill resulting from unfixed holes in pipes caused widespread diseases resulting in the deaths and illnesses of hundreds of people in Bloemhof
banana-workers-affected-by-fumazo-dbcp-in-baru-panama,2022-05-02,banana-workers-affected-by-fumazo-dbcp-in-baru-panama,"Banana workers affected by  agrotoxics in Barú, Panamá",en,3158,"The soil and water ​contamination ​is an inheritance left by the ​banana ​companies that controlled the pests​ with hazardous substances. The ​human ​victims have managed to file several lawsuits, however, are still​ ​waiting for​ a​ just​ compensation. "
james-bay-hydro-project-quebec-canada,2022-04-25,james-bay-hydro-project-quebec-canada,"James Bay Hydro Project, Québec, Canada",en,5041,The James Bay Hydro Project is a hydroelectric development project in North West Quebec constructed in the 1970s. The project has long standing environmental and social impacts and ignited a push towards rights and sovereignty for indigenous communities.
jalaput-dam,2022-04-25,jalaput-dam,"Jalaput Dam, Orissa, India",en,3975,"The dam impounds water for the downstream 120 MW Machkund Hydro-Electric Scheme, as machineries of this latter infrastructure becomes obsolate. Inhabitants of the area have been demanding due compensation for seven decades"
shells-adibawa-delivery-pipeline-pollutes-ikarama-community-nigeria,2022-05-02,shells-adibawa-delivery-pipeline-pollutes-ikarama-community-nigeria,"Shell's Adibawa delivery Pipeline pollutes Ikarama Community, Nigeria",en,587,
toktogul-dam-kyrgyzistan,2022-05-02,toktogul-dam-kyrgyzistan,"Toktogul dam, Kyrgyzistan",en,2457,"A historical transboundary water management dispute between Central Asian countries; a dam built in the Naryn River in the late 1970s flooded 26,000 ha of land and archeological sites. Further dams are planned."
peasant-fight-for-larzac-plateau-south-western-france,2022-04-24,peasant-fight-for-larzac-plateau-south-western-france,"Gardarem lo Larzac ! Peasant fight against a military camp in the Larzac plateau, France",en,5867,"In October 1971, the Minister of Defense announced the expansion of a military camp in the Larzac plateau threatening local farmers’ livelihoods. In response,  thousands of activists organised to refuse the project. "
fortress-conservation-poaching-and-logging-threatens-mbendjele-communities-republic-of-the-congo,2023-07-30,fortress-conservation-poaching-and-logging-threatens-mbendjele-communities-republic-of-the-congo,"Fortress Conservation, Poaching and Logging Threatens Mbendjele Communities, Republic of the Congo",en,5751,"Mbendjele hunter-gatherers have inhabited the northern rainforest of Congo-Brazzaville since time immemorial, but now face threats from neoliberal forces such as fortress conservation and intense resource extraction. "
indigenas-yabarana-hoti-y-enepa-afectados-por-mineria-ilegal-en-el-municipio-manapiare,2021-10-14,indigenas-yabarana-hoti-y-enepa-afectados-por-mineria-ilegal-en-el-municipio-manapiare,"Indígenas yabarana, hoti y e’ñepa afectados por minería ilegal en Manapiare, Venezuela",en,2370,Indigenous communities from Manapiare  suffer the impacts of growing illegal mining in their territories. Important disputes occur as Amazonian indigenous organizations campaign against this problem.
radio-corporation-of-america,2022-05-02,radio-corporation-of-america,"Radio Corporation of America, Taiwan",en,1977,"RCA Taiwan was found to have dumped toxic waste at its Taoyuan factory polluting soil and underground water, leading to alarmingly high rates of cancer among its workers, among them many women."
sendai-coal-fired-power-station-sendai-city-miyagi-prefecture-japan,2022-08-10,sendai-coal-fired-power-station-sendai-city-miyagi-prefecture-japan,"Sendai Coal-Fired Power Station, Sendai City, Miyagi Prefecture, Japan",en,4779," Among a wave of construction of new CFPP in Japan,  a lawsuit against a single coal-fired power plant was launched by residents of Sendai City."
universidad-nur,2021-10-31,universidad-nur,"Conflicto de los Mineros Cooperativistas y el Gobierno (Panduro/La Paz), Bolivia",en,2429,Mining cooperatives exploit wage workers. The conflict between mining cooperativists and the State is mainly economic and social and also environmental. It escalated violently in August 2016.
