name,slug,conflict_event
Application of existing regulations,waste-tire-burnings-for-energy-production-in-cement-plant-cemex-ponce,
Project cancelled,waste-tire-burnings-for-energy-production-in-cement-plant-cemex-ponce,
Strengthening of participation,huichapan-waste-incineration-in-cemex-factory-hidalgo,
Application of existing regulations,huichapan-waste-incineration-in-cemex-factory-hidalgo,
Project cancelled,huichapan-waste-incineration-in-cemex-factory-hidalgo,
Withdrawal of company/investment,huichapan-waste-incineration-in-cemex-factory-hidalgo,
"Environmental improvements, rehabilitation/restoration of area",red-frog-beach-tourist-complex-panama,
Court decision (victory for environmental justice),red-frog-beach-tourist-complex-panama,
New Environmental Impact Assessment/Study,red-frog-beach-tourist-complex-panama,
Under negotiation,canariaco-norte-san-juan-de-kanaris-peru,
Application of existing regulations,canariaco-norte-san-juan-de-kanaris-peru,
Other,canariaco-norte-san-juan-de-kanaris-peru,
Criminalization of activists,savepulangiriver-philippines,
Deaths,savepulangiriver-philippines,
Repression,savepulangiriver-philippines,
Violent targeting of activists,savepulangiriver-philippines,
Violent targeting of activists,copper-nickel-mining-in-voronezh-russia,
Court decision (victory for environmental justice),chronic-inc-philippines-and-canada-waste-dispute-manilla-philippines,
Other,chronic-inc-philippines-and-canada-waste-dispute-manilla-philippines,
Court decision (victory for environmental justice),groundwater-lifting-by-industries-leading-to-water-scarcity-in-5-villages,
Court decision (undecided),groundwater-lifting-by-industries-leading-to-water-scarcity-in-5-villages,
Strengthening of participation,groundwater-lifting-by-industries-leading-to-water-scarcity-in-5-villages,
Application of existing regulations,groundwater-lifting-by-industries-leading-to-water-scarcity-in-5-villages,
New Environmental Impact Assessment/Study,groundwater-lifting-by-industries-leading-to-water-scarcity-in-5-villages,
Withdrawal of company/investment,groundwater-lifting-by-industries-leading-to-water-scarcity-in-5-villages,
Project temporarily suspended,groundwater-lifting-by-industries-leading-to-water-scarcity-in-5-villages,
Corruption,imider-silver-mine-morocco,
Criminalization of activists,imider-silver-mine-morocco,
Deaths,imider-silver-mine-morocco,
Strengthening of participation,imider-silver-mine-morocco,
Violent targeting of activists,imider-silver-mine-morocco,
Other,imider-silver-mine-morocco,
Compensation,small-scale-land-grabbing-by-political-and-economical-elites-in-greater-gaborone-botswana,
Application of existing regulations,small-scale-land-grabbing-by-political-and-economical-elites-in-greater-gaborone-botswana,
Other,small-scale-land-grabbing-by-political-and-economical-elites-in-greater-gaborone-botswana,
Criminalization of activists,the-city-of-buenos-aires-installs-anti-poor-waste-containers-and-repress-wastepickers-demonstration-and-rights,
Repression,the-city-of-buenos-aires-installs-anti-poor-waste-containers-and-repress-wastepickers-demonstration-and-rights,
Application of existing regulations,the-city-of-buenos-aires-installs-anti-poor-waste-containers-and-repress-wastepickers-demonstration-and-rights,
Compensation,ashaninka-rioamonia-saweto-againstlogging-acre-brazil,
Corruption,ashaninka-rioamonia-saweto-againstlogging-acre-brazil,
Deaths,ashaninka-rioamonia-saweto-againstlogging-acre-brazil,
"Environmental improvements, rehabilitation/restoration of area",ashaninka-rioamonia-saweto-againstlogging-acre-brazil,
Land demarcation,ashaninka-rioamonia-saweto-againstlogging-acre-brazil,
Court decision (victory for environmental justice),ashaninka-rioamonia-saweto-againstlogging-acre-brazil,
Court decision (failure for environmental justice),ashaninka-rioamonia-saweto-againstlogging-acre-brazil,
Migration/displacement,ashaninka-rioamonia-saweto-againstlogging-acre-brazil,
Violent targeting of activists,ashaninka-rioamonia-saweto-againstlogging-acre-brazil,
Application of existing regulations,ashaninka-rioamonia-saweto-againstlogging-acre-brazil,
Court decision (victory for environmental justice),protest-against-chinese-companies-to-build-elevated-railways-hinder-animal-migrationnairobi-kenya,
Strengthening of participation,protest-against-chinese-companies-to-build-elevated-railways-hinder-animal-migrationnairobi-kenya,
Technical solutions to improve resource supply/quality/distribution,protest-against-chinese-companies-to-build-elevated-railways-hinder-animal-migrationnairobi-kenya,
New Environmental Impact Assessment/Study,protest-against-chinese-companies-to-build-elevated-railways-hinder-animal-migrationnairobi-kenya,
Project temporarily suspended,protest-against-chinese-companies-to-build-elevated-railways-hinder-animal-migrationnairobi-kenya,
New Environmental Impact Assessment/Study,pak-bara-deep-sea-port-project-thailand,
Criminalization of activists,hidroelectricas-de-atzala-coyolapa-puebla-mexico,
Violent targeting of activists,hidroelectricas-de-atzala-coyolapa-puebla-mexico,
Compensation,rajpura-thermal-power-project-punjab-india,
Strengthening of participation,rajpura-thermal-power-project-punjab-india,
Under negotiation,rajpura-thermal-power-project-punjab-india,
Under negotiation,hydro-power-plant-at-the-river-komarnica-montenegro,
New Environmental Impact Assessment/Study,hydro-power-plant-at-the-river-komarnica-montenegro,
Withdrawal of company/investment,hydro-power-plant-at-the-river-komarnica-montenegro,
Project temporarily suspended,hydro-power-plant-at-the-river-komarnica-montenegro,
Compensation,uranium-mining-pollution-and-health-threats-gabon,
"Environmental improvements, rehabilitation/restoration of area",uranium-mining-pollution-and-health-threats-gabon,
Project cancelled,uranium-mining-pollution-and-health-threats-gabon,
Application of existing regulations,controversy-over-planned-paraxylene-px-plant-in-xiamen-fujian-china,
Other,controversy-over-planned-paraxylene-px-plant-in-xiamen-fujian-china,
Compensation,prestige-oil-spill-in-galician-coast-spain,
"Environmental improvements, rehabilitation/restoration of area",prestige-oil-spill-in-galician-coast-spain,
Application of existing regulations,prestige-oil-spill-in-galician-coast-spain,
Corruption,waste-worries-marginalized-informal-recycling-and-the-start-of-waste-to-energy-in-lahore-punjab-pakistan,
"Environmental improvements, rehabilitation/restoration of area",waste-worries-marginalized-informal-recycling-and-the-start-of-waste-to-energy-in-lahore-punjab-pakistan,
Technical solutions to improve resource supply/quality/distribution,waste-worries-marginalized-informal-recycling-and-the-start-of-waste-to-energy-in-lahore-punjab-pakistan,
Corruption,burgos-bnk-petroleum,
Criminalization of activists,burgos-bnk-petroleum,
Institutional changes,burgos-bnk-petroleum,
Land demarcation,burgos-bnk-petroleum,
Migration/displacement,burgos-bnk-petroleum,
New legislation,burgos-bnk-petroleum,
Application of existing regulations,burgos-bnk-petroleum,
Project cancelled,burgos-bnk-petroleum,
Compensation,suncor-refinery-commerce-city-co-usa,
"Environmental improvements, rehabilitation/restoration of area",suncor-refinery-commerce-city-co-usa,
Court decision (undecided),suncor-refinery-commerce-city-co-usa,
New legislation,suncor-refinery-commerce-city-co-usa,
Strengthening of participation,suncor-refinery-commerce-city-co-usa,
New Environmental Impact Assessment/Study,suncor-refinery-commerce-city-co-usa,
Institutional changes,casablanca-water-privatization-morocco,
Technical solutions to improve resource supply/quality/distribution,casablanca-water-privatization-morocco,
Corruption,cordillera-azul-national-park-canp-peru,
Land demarcation,cordillera-azul-national-park-canp-peru,
Court decision (victory for environmental justice),cordillera-azul-national-park-canp-peru,
Migration/displacement,cordillera-azul-national-park-canp-peru,
Negotiated alternative solution,cordillera-azul-national-park-canp-peru,
Strengthening of participation,cordillera-azul-national-park-canp-peru,
Technical solutions to improve resource supply/quality/distribution,cordillera-azul-national-park-canp-peru,
Under negotiation,cordillera-azul-national-park-canp-peru,
Violent targeting of activists,cordillera-azul-national-park-canp-peru,
Criminalization of activists,energy-anwser-incinerator-poisoning-puerto-ricos-main-agricultural-region,
Project cancelled,c-excessive-blood-lead-of-workers-of-ricun-battery-technology-in-changzhou-jiangsu-china,
Withdrawal of company/investment,c-excessive-blood-lead-of-workers-of-ricun-battery-technology-in-changzhou-jiangsu-china,
Project temporarily suspended,c-excessive-blood-lead-of-workers-of-ricun-battery-technology-in-changzhou-jiangsu-china,
Other,c-excessive-blood-lead-of-workers-of-ricun-battery-technology-in-changzhou-jiangsu-china,
"Environmental improvements, rehabilitation/restoration of area",ringland-vs-bam-belgium,
Negotiated alternative solution,ringland-vs-bam-belgium,
Technical solutions to improve resource supply/quality/distribution,ringland-vs-bam-belgium,
Other,ringland-vs-bam-belgium,
Compensation,deforestacion-de-manglar-san-blas-nayarit-mexico,
Corruption,deforestacion-de-manglar-san-blas-nayarit-mexico,
Criminalization of activists,deforestacion-de-manglar-san-blas-nayarit-mexico,
Migration/displacement,deforestacion-de-manglar-san-blas-nayarit-mexico,
New legislation,deforestacion-de-manglar-san-blas-nayarit-mexico,
Application of existing regulations,deforestacion-de-manglar-san-blas-nayarit-mexico,
New Environmental Impact Assessment/Study,deforestacion-de-manglar-san-blas-nayarit-mexico,
Other,deforestacion-de-manglar-san-blas-nayarit-mexico,
Compensation,shell-petrochemical-plant-and-pollution-in-norco-us,
Migration/displacement,shell-petrochemical-plant-and-pollution-in-norco-us,
Negotiated alternative solution,shell-petrochemical-plant-and-pollution-in-norco-us,
Other,shell-petrochemical-plant-and-pollution-in-norco-us,
Compensation,ahell-pollutes-environment-and-harrasses-local-people-with-personnel,
Negotiated alternative solution,roma-discrimination-of-the-khashtalo-forest-romas,
Corruption,senegal,
Criminalization of activists,senegal,
Migration/displacement,senegal,
Strengthening of participation,senegal,
Other,senegal,
Compensation,tengiz-oilfield-and-processing-plant,
Corruption,tengiz-oilfield-and-processing-plant,
"Environmental improvements, rehabilitation/restoration of area",tengiz-oilfield-and-processing-plant,
Court decision (victory for environmental justice),tengiz-oilfield-and-processing-plant,
Migration/displacement,tengiz-oilfield-and-processing-plant,
Technical solutions to improve resource supply/quality/distribution,tengiz-oilfield-and-processing-plant,
New Environmental Impact Assessment/Study,tengiz-oilfield-and-processing-plant,
Court decision (victory for environmental justice),clustering-of-waste-facilities-in-chester-usa,
Court decision (failure for environmental justice),clustering-of-waste-facilities-in-chester-usa,
New legislation,clustering-of-waste-facilities-in-chester-usa,
Technical solutions to improve resource supply/quality/distribution,clustering-of-waste-facilities-in-chester-usa,
Application of existing regulations,clustering-of-waste-facilities-in-chester-usa,
Withdrawal of company/investment,clustering-of-waste-facilities-in-chester-usa,
Corruption,el-barzon-vs-magsilver-cascabel-chihuahua-mexico,
Criminalization of activists,el-barzon-vs-magsilver-cascabel-chihuahua-mexico,
Deaths,el-barzon-vs-magsilver-cascabel-chihuahua-mexico,
Migration/displacement,el-barzon-vs-magsilver-cascabel-chihuahua-mexico,
Repression,el-barzon-vs-magsilver-cascabel-chihuahua-mexico,
Strengthening of participation,el-barzon-vs-magsilver-cascabel-chihuahua-mexico,
Violent targeting of activists,el-barzon-vs-magsilver-cascabel-chihuahua-mexico,
Compensation,gorakhpur-nuclear-power-plant-india,
Under negotiation,gorakhpur-nuclear-power-plant-india,
Migration/displacement,uranium-mining-proposed-within-the-amrabad-tiger-reserve-telangana,
Strengthening of participation,uranium-mining-proposed-within-the-amrabad-tiger-reserve-telangana,
Under negotiation,uranium-mining-proposed-within-the-amrabad-tiger-reserve-telangana,
New Environmental Impact Assessment/Study,uranium-mining-proposed-within-the-amrabad-tiger-reserve-telangana,
Project temporarily suspended,anti-uranium-mining-protest-kyrgyzstan,
Institutional changes,ninus-y-maria-ines-mendoza-argentina,
Application of existing regulations,ninus-y-maria-ines-mendoza-argentina,
Project cancelled,ninus-y-maria-ines-mendoza-argentina,
Compensation,guadalajara-airport,
Court decision (victory for environmental justice),guadalajara-airport,
Court decision (undecided),guadalajara-airport,
Compensation,diogo-zircon-mining-niayes-senegal,
Criminalization of activists,diogo-zircon-mining-niayes-senegal,
Migration/displacement,diogo-zircon-mining-niayes-senegal,
Repression,diogo-zircon-mining-niayes-senegal,
Project temporarily suspended,diogo-zircon-mining-niayes-senegal,
Court decision (undecided),buyukcekmece-albatros-parkinin-imara-acilmasi,
Repression,buyukcekmece-albatros-parkinin-imara-acilmasi,
Violent targeting of activists,buyukcekmece-albatros-parkinin-imara-acilmasi,
Court decision (failure for environmental justice),mineria-de-uranio-en-las-canas-la-rioja,
Project temporarily suspended,mineria-de-uranio-en-las-canas-la-rioja,
Criminalization of activists,high-speed-train-basque-country-spain,
"Environmental improvements, rehabilitation/restoration of area",high-speed-train-basque-country-spain,
Court decision (failure for environmental justice),high-speed-train-basque-country-spain,
