name,socio_economical_impact,slug
Land dispossession,,hidroelectricas-de-atzala-coyolapa-puebla-mexico
Displacement,,rajpura-thermal-power-project-punjab-india
"Lack of work security, labour absenteeism, firings, unemployment",,rajpura-thermal-power-project-punjab-india
Loss of livelihood,,rajpura-thermal-power-project-punjab-india
Land dispossession,,rajpura-thermal-power-project-punjab-india
Violations of human rights,,rajpura-thermal-power-project-punjab-india
Loss of landscape/sense of place,,rajpura-thermal-power-project-punjab-india
Displacement,,hydro-power-plant-at-the-river-komarnica-montenegro
Loss of livelihood,,hydro-power-plant-at-the-river-komarnica-montenegro
Loss of landscape/sense of place,,hydro-power-plant-at-the-river-komarnica-montenegro
Violations of human rights,,uranium-mining-pollution-and-health-threats-gabon
Increase in Corruption/Co-optation of different actors,,prestige-oil-spill-in-galician-coast-spain
Loss of livelihood,,prestige-oil-spill-in-galician-coast-spain
Loss of traditional knowledge/practices/cultures,,prestige-oil-spill-in-galician-coast-spain
Increase in Corruption/Co-optation of different actors,,waste-worries-marginalized-informal-recycling-and-the-start-of-waste-to-energy-in-lahore-punjab-pakistan
"Lack of work security, labour absenteeism, firings, unemployment",,waste-worries-marginalized-informal-recycling-and-the-start-of-waste-to-energy-in-lahore-punjab-pakistan
"Social problems (alcoholism, prostitution, etc..)",,waste-worries-marginalized-informal-recycling-and-the-start-of-waste-to-energy-in-lahore-punjab-pakistan
Violations of human rights,,waste-worries-marginalized-informal-recycling-and-the-start-of-waste-to-energy-in-lahore-punjab-pakistan
Displacement,,waste-worries-marginalized-informal-recycling-and-the-start-of-waste-to-energy-in-lahore-punjab-pakistan
Loss of livelihood,,waste-worries-marginalized-informal-recycling-and-the-start-of-waste-to-energy-in-lahore-punjab-pakistan
Specific impacts on women,,waste-worries-marginalized-informal-recycling-and-the-start-of-waste-to-energy-in-lahore-punjab-pakistan
Loss of landscape/sense of place,,waste-worries-marginalized-informal-recycling-and-the-start-of-waste-to-energy-in-lahore-punjab-pakistan
Displacement,,burgos-bnk-petroleum
Increase in violence and crime,,burgos-bnk-petroleum
"Lack of work security, labour absenteeism, firings, unemployment",,burgos-bnk-petroleum
Loss of traditional knowledge/practices/cultures,,burgos-bnk-petroleum
Militarization and increased police presence,,burgos-bnk-petroleum
"Social problems (alcoholism, prostitution, etc..)",,burgos-bnk-petroleum
Land dispossession,,burgos-bnk-petroleum
Other socio-economic impacts,,burgos-bnk-petroleum
Specific impacts on women,,burgos-bnk-petroleum
Loss of landscape/sense of place,,burgos-bnk-petroleum
Increase in Corruption/Co-optation of different actors,,burgos-bnk-petroleum
Loss of livelihood,,burgos-bnk-petroleum
Loss of traditional knowledge/practices/cultures,,suncor-refinery-commerce-city-co-usa
Loss of landscape/sense of place,,suncor-refinery-commerce-city-co-usa
Specific impacts on women,,suncor-refinery-commerce-city-co-usa
Displacement,,suncor-refinery-commerce-city-co-usa
Increase in Corruption/Co-optation of different actors,,casablanca-water-privatization-morocco
Loss of livelihood,,casablanca-water-privatization-morocco
Displacement,,cordillera-azul-national-park-canp-peru
Increase in violence and crime,,cordillera-azul-national-park-canp-peru
Loss of livelihood,,cordillera-azul-national-park-canp-peru
Militarization and increased police presence,,cordillera-azul-national-park-canp-peru
Violations of human rights,,cordillera-azul-national-park-canp-peru
Land dispossession,,cordillera-azul-national-park-canp-peru
Increase in Corruption/Co-optation of different actors,,cordillera-azul-national-park-canp-peru
Loss of traditional knowledge/practices/cultures,,cordillera-azul-national-park-canp-peru
Loss of landscape/sense of place,,cordillera-azul-national-park-canp-peru
Other socio-economic impacts,,cordillera-azul-national-park-canp-peru
Other socio-economic impacts,,energy-anwser-incinerator-poisoning-puerto-ricos-main-agricultural-region
Specific impacts on women,,c-excessive-blood-lead-of-workers-of-ricun-battery-technology-in-changzhou-jiangsu-china
"Lack of work security, labour absenteeism, firings, unemployment",,c-excessive-blood-lead-of-workers-of-ricun-battery-technology-in-changzhou-jiangsu-china
Loss of livelihood,,c-excessive-blood-lead-of-workers-of-ricun-battery-technology-in-changzhou-jiangsu-china
Increase in Corruption/Co-optation of different actors,,deforestacion-de-manglar-san-blas-nayarit-mexico
Displacement,,deforestacion-de-manglar-san-blas-nayarit-mexico
"Lack of work security, labour absenteeism, firings, unemployment",,deforestacion-de-manglar-san-blas-nayarit-mexico
Loss of livelihood,,deforestacion-de-manglar-san-blas-nayarit-mexico
Loss of traditional knowledge/practices/cultures,,deforestacion-de-manglar-san-blas-nayarit-mexico
Violations of human rights,,deforestacion-de-manglar-san-blas-nayarit-mexico
Land dispossession,,deforestacion-de-manglar-san-blas-nayarit-mexico
Loss of landscape/sense of place,,deforestacion-de-manglar-san-blas-nayarit-mexico
Displacement,,shell-petrochemical-plant-and-pollution-in-norco-us
"Lack of work security, labour absenteeism, firings, unemployment",,shell-petrochemical-plant-and-pollution-in-norco-us
Loss of livelihood,,shell-petrochemical-plant-and-pollution-in-norco-us
Loss of landscape/sense of place,,shell-petrochemical-plant-and-pollution-in-norco-us
"Lack of work security, labour absenteeism, firings, unemployment",,ahell-pollutes-environment-and-harrasses-local-people-with-personnel
Loss of livelihood,,ahell-pollutes-environment-and-harrasses-local-people-with-personnel
Loss of traditional knowledge/practices/cultures,,ahell-pollutes-environment-and-harrasses-local-people-with-personnel
Specific impacts on women,,ahell-pollutes-environment-and-harrasses-local-people-with-personnel
Violations of human rights,,ahell-pollutes-environment-and-harrasses-local-people-with-personnel
Increase in Corruption/Co-optation of different actors,,ahell-pollutes-environment-and-harrasses-local-people-with-personnel
Displacement,,ahell-pollutes-environment-and-harrasses-local-people-with-personnel
Increase in violence and crime,,ahell-pollutes-environment-and-harrasses-local-people-with-personnel
Land dispossession,,ahell-pollutes-environment-and-harrasses-local-people-with-personnel
Loss of landscape/sense of place,,ahell-pollutes-environment-and-harrasses-local-people-with-personnel
Loss of traditional knowledge/practices/cultures,,roma-discrimination-of-the-khashtalo-forest-romas
Loss of landscape/sense of place,,roma-discrimination-of-the-khashtalo-forest-romas
Displacement,,roma-discrimination-of-the-khashtalo-forest-romas
Land dispossession,,roma-discrimination-of-the-khashtalo-forest-romas
Violations of human rights,,roma-discrimination-of-the-khashtalo-forest-romas
Loss of livelihood,,roma-discrimination-of-the-khashtalo-forest-romas
Increase in Corruption/Co-optation of different actors,,senegal
Increase in violence and crime,,senegal
Militarization and increased police presence,,senegal
Loss of landscape/sense of place,,senegal
Loss of livelihood,,senegal
Loss of traditional knowledge/practices/cultures,,senegal
Specific impacts on women,,senegal
Displacement,,senegal
"Lack of work security, labour absenteeism, firings, unemployment",,tengiz-oilfield-and-processing-plant
Loss of livelihood,,tengiz-oilfield-and-processing-plant
Violations of human rights,,tengiz-oilfield-and-processing-plant
Loss of landscape/sense of place,,tengiz-oilfield-and-processing-plant
Increase in Corruption/Co-optation of different actors,,tengiz-oilfield-and-processing-plant
Loss of traditional knowledge/practices/cultures,,tengiz-oilfield-and-processing-plant
"Lack of work security, labour absenteeism, firings, unemployment",,clustering-of-waste-facilities-in-chester-usa
Increase in Corruption/Co-optation of different actors,,el-barzon-vs-magsilver-cascabel-chihuahua-mexico
Displacement,,el-barzon-vs-magsilver-cascabel-chihuahua-mexico
Increase in violence and crime,,el-barzon-vs-magsilver-cascabel-chihuahua-mexico
"Lack of work security, labour absenteeism, firings, unemployment",,el-barzon-vs-magsilver-cascabel-chihuahua-mexico
Loss of livelihood,,el-barzon-vs-magsilver-cascabel-chihuahua-mexico
Loss of traditional knowledge/practices/cultures,,el-barzon-vs-magsilver-cascabel-chihuahua-mexico
Militarization and increased police presence,,el-barzon-vs-magsilver-cascabel-chihuahua-mexico
"Social problems (alcoholism, prostitution, etc..)",,el-barzon-vs-magsilver-cascabel-chihuahua-mexico
Specific impacts on women,,el-barzon-vs-magsilver-cascabel-chihuahua-mexico
Violations of human rights,,el-barzon-vs-magsilver-cascabel-chihuahua-mexico
Land dispossession,,el-barzon-vs-magsilver-cascabel-chihuahua-mexico
Loss of landscape/sense of place,,el-barzon-vs-magsilver-cascabel-chihuahua-mexico
Displacement,,gorakhpur-nuclear-power-plant-india
Loss of livelihood,,gorakhpur-nuclear-power-plant-india
Loss of traditional knowledge/practices/cultures,,gorakhpur-nuclear-power-plant-india
Land dispossession,,gorakhpur-nuclear-power-plant-india
Loss of landscape/sense of place,,gorakhpur-nuclear-power-plant-india
Land dispossession,,uranium-mining-proposed-within-the-amrabad-tiger-reserve-telangana
Loss of landscape/sense of place,,uranium-mining-proposed-within-the-amrabad-tiger-reserve-telangana
Increase in violence and crime,,uranium-mining-proposed-within-the-amrabad-tiger-reserve-telangana
Displacement,,uranium-mining-proposed-within-the-amrabad-tiger-reserve-telangana
Loss of traditional knowledge/practices/cultures,,uranium-mining-proposed-within-the-amrabad-tiger-reserve-telangana
"Social problems (alcoholism, prostitution, etc..)",,uranium-mining-proposed-within-the-amrabad-tiger-reserve-telangana
Loss of livelihood,,uranium-mining-proposed-within-the-amrabad-tiger-reserve-telangana
Specific impacts on women,,uranium-mining-proposed-within-the-amrabad-tiger-reserve-telangana
Violations of human rights,,uranium-mining-proposed-within-the-amrabad-tiger-reserve-telangana
Loss of landscape/sense of place,,uranium-mining-proposed-within-the-amrabad-tiger-reserve-telangana
Increase in violence and crime,,uranium-mining-proposed-within-the-amrabad-tiger-reserve-telangana
Loss of traditional knowledge/practices/cultures,,uranium-mining-proposed-within-the-amrabad-tiger-reserve-telangana
"Social problems (alcoholism, prostitution, etc..)",,uranium-mining-proposed-within-the-amrabad-tiger-reserve-telangana
Specific impacts on women,,uranium-mining-proposed-within-the-amrabad-tiger-reserve-telangana
Land dispossession,,uranium-mining-proposed-within-the-amrabad-tiger-reserve-telangana
Increase in Corruption/Co-optation of different actors,,anti-uranium-mining-protest-kyrgyzstan
Loss of livelihood,,anti-uranium-mining-protest-kyrgyzstan
Loss of landscape/sense of place,,anti-uranium-mining-protest-kyrgyzstan
Loss of livelihood,,ninus-y-maria-ines-mendoza-argentina
Loss of landscape/sense of place,,ninus-y-maria-ines-mendoza-argentina
Displacement,,guadalajara-airport
Land dispossession,,guadalajara-airport
Loss of livelihood,,guadalajara-airport
Displacement,,diogo-zircon-mining-niayes-senegal
Land dispossession,,diogo-zircon-mining-niayes-senegal
Loss of livelihood,,diogo-zircon-mining-niayes-senegal
Militarization and increased police presence,,diogo-zircon-mining-niayes-senegal
"Lack of work security, labour absenteeism, firings, unemployment",,diogo-zircon-mining-niayes-senegal
Loss of landscape/sense of place,,diogo-zircon-mining-niayes-senegal
Loss of livelihood,,oil-and-gas-exploration-in-block-l6-lamu-and-tana-delta-districts-kenya
Loss of traditional knowledge/practices/cultures,,buyukcekmece-albatros-parkinin-imara-acilmasi
Loss of landscape/sense of place,,buyukcekmece-albatros-parkinin-imara-acilmasi
Loss of landscape/sense of place,,mineria-de-uranio-en-las-canas-la-rioja
Increase in Corruption/Co-optation of different actors,,high-speed-train-basque-country-spain
Loss of livelihood,,high-speed-train-basque-country-spain
Militarization and increased police presence,,high-speed-train-basque-country-spain
Land dispossession,,high-speed-train-basque-country-spain
Loss of landscape/sense of place,,high-speed-train-basque-country-spain
Displacement,,united-states-oil-refinery-philadelphia-energy-solutions-releases-high-levels-of-benzene-and-other-carcinogenic-pollutants-in-south-philadelphia
Loss of livelihood,,resettlements-for-mining-projects-in-tete-province
Land dispossession,,resettlements-for-mining-projects-in-tete-province
Specific impacts on women,,resettlements-for-mining-projects-in-tete-province
Displacement,,resettlements-for-mining-projects-in-tete-province
Loss of traditional knowledge/practices/cultures,,resettlements-for-mining-projects-in-tete-province
Loss of landscape/sense of place,,resettlements-for-mining-projects-in-tete-province
Loss of livelihood,,resisting-free-trade-agreements-to-protect-local-seeds-thailand
Loss of traditional knowledge/practices/cultures,,resisting-free-trade-agreements-to-protect-local-seeds-thailand
Violations of human rights,,lead-poisoning-near-huaqiang-battery-factory-china
Loss of livelihood,,lead-poisoning-near-huaqiang-battery-factory-china
"Lack of work security, labour absenteeism, firings, unemployment",,lead-poisoning-near-huaqiang-battery-factory-china
Specific impacts on women,,lead-poisoning-near-huaqiang-battery-factory-china
Other socio-economic impacts,,lead-poisoning-near-huaqiang-battery-factory-china
Loss of livelihood,,papagayos-mendoza-argentina
Loss of traditional knowledge/practices/cultures,,papagayos-mendoza-argentina
Loss of landscape/sense of place,,papagayos-mendoza-argentina
Increase in Corruption/Co-optation of different actors,,dragado-de-los-corales-gamines-por-el-proyecto-canal-alterno-en-la-bahia-de-cartagena
Displacement,,dragado-de-los-corales-gamines-por-el-proyecto-canal-alterno-en-la-bahia-de-cartagena
