UID,name,slug,relations
indigenas-yabarana-hoti-y-enepa-afectados-por-mineria-ilegal-en-el-municipio-manapiare,"Pueblos indígenas arawaks del sur afectados por minería ilegal en la cuenca del río Atabapo, Venezuela",pueblos-indigenas-arawaks-del-sur-afectados-por-mineria-ilegal-en-la-cuenca-del-rio-atabapo,
indigenas-yabarana-hoti-y-enepa-afectados-por-mineria-ilegal-en-el-municipio-manapiare,"Las luchas contra el mega-proyecto del Arco Minero del Orinoco, Venezuela",las-luchas-contra-el-mega-proyecto-del-arco-minero-del-orinoco,
sendai-coal-fired-power-station-sendai-city-miyagi-prefecture-japan," Sendai Takamatsu Power Plant, Sendai City, Japan",tentative-sendai-takamatus-power-plant-sendai-city-japan,
sendai-coal-fired-power-station-sendai-city-miyagi-prefecture-japan,"Kobe City Fight Against Coal, Japan",kobe-city-fight-against-coal,
sendai-coal-fired-power-station-sendai-city-miyagi-prefecture-japan,"Ube-Nishiokinoyama CFPP, Yamaguchi Prefecture, Japan",ube-nishiokinoyama-coal-fired-power-plant,
sendai-coal-fired-power-station-sendai-city-miyagi-prefecture-japan,"Akita coal-fired power project, Japan",akita-coal-fired-power-project,
sendai-coal-fired-power-station-sendai-city-miyagi-prefecture-japan,"Soma Kyodo CFPP in the Soma Core Industrial Park, Fukushima, Japan",soma-kyodo-power-plant-in-the-soma-core-industrial-park-fukushima-japan,
sendai-coal-fired-power-station-sendai-city-miyagi-prefecture-japan,"Yoshima Thermal Power Station, Iwaki city, Fukushima, Japan",yoshima-thermal-power-station-iwaki-city-fukushima-japan,
shell-bonga-oil-spill-nigeria,"Spill in Agip's Brass River Terminal affecting fishing communities, Nigeria",agip-spill-at-brass-terminal-nigeria,
shell-bonga-oil-spill-nigeria,"Shell oil exploration and extraction, Nigeria",shell-nigeria,
shell-bonga-oil-spill-nigeria,"Shell Must Fall campaign, The Netherlands",shell-must-fall-campaign,
circuito-exterior-mexiquense,"Nuevo aeropuerto Internacional (NAIM) en Atenco, Mexico",actualizacion-atenco-aeropuerto-internacional-mexico,
circuito-exterior-mexiquense,"Xochicuautla, an indigenous community against a road, Lerma, Mexico",xochicuautla-comunidadotomi-mexico,
an-army-of-women-an-army-for-water-the-mazahua-indigenous-women-of-mexico,"Water crisis and privatization in Mexico City, Mexico",water-crisis-and-privatization-in-mexico-city,
nuclear-waste-taiwan," Lungmen Nuclear Power Plant (“Nuke 4”) stopped, Taiwan",lungmen-nuclear-power-plant-nuke-4-taiwan,
mondi-and-sappi-plantations-in-zululand-south-africa,"TotalEnergies' Bateke plantation: a “cover up” for damaging oil production, Republique of the Congo",bateke-carbon-sink,
masoala-rosewood-illegal-logging-madagascar,"Deforestation in the sacred forest of Massaha, Gabon",deforestation-in-the-sacred-forest-of-massaha-gabon,
moil-tsimiroro-heavy-oil-madagascar,"TOTAL & MOIL Bemolonga Tar sands, Madagascar",total-moil-bemolonga-tar-sands-madagascar,
crocodile-bay-resort-and-marina-golfo-dulce-costa-rica,"Aeropuerto Internacional de la Zona Sur (AIZS), Costa Rica ",aeropuerto-internacional-de-la-zona-sur-aizs,
derrame-de-acido-sulfurico-de-grupo-mexico-en-el-mar-de-cortes,"Mina “El Arco” de Grupo México en El Valle de los Cirios, Baja California, México",mina-de-grupo-mexico-en-el-valle-de-los-cirios-baja-california-mexico,
international-minerals-corporation-imc-in-molleturo-ecuador,"Iamgold and INV Metals in Kimsacocha, Azuay, Ecuador",iamgold-in-quimsacocha-ecuador,
international-minerals-corporation-imc-in-molleturo-ecuador,"Rio Blanco, Molleturo, Azuay, Ecuador",rio-blanco-molleturo-azuay-ecuador,
perdida-de-manglar-tumaco-colombia,"Derrame de crudo en el Golfo de Morrosquillo, Colombia",golfo-de-morrosquillo,
inundacion-y-sus-consecuencias-el-caso-de-jurica-y-juriquilla,"Área natural protegida amenazada por la depredación inmobiliaria en Jurica Poniente, México",depredacion-inmobiliaria-en-jurica-poniente,
pfas-pollution-by-3m-belgium,"PFAS pollution by 3M in Decatur, Alabama",pfas-pollution-by-3m-in-decatur-alabama,
pfas-pollution-by-3m-belgium,"Dumping of polluted soil and dredge in rivers and lakes, The Netherlands",dumping-of-polluted-soil-and-dredge-in-rivers-and-lakes-the-netherlands,
ngobe-bugle-against-mining-panama,"Barro Blanco dam, Panama",barro-blanco-dam-panama,
wastepicker-mobilization-against-incinerator-in-sao-bernardo-do-campo-sao-paulo-brazil,"Incinerator of urban solid waste in Barueri, São Paulo, Brazil",incinerator-of-urban-solid-waste-in-barueri-sao-paulo-brazil,
wastepicker-mobilization-against-incinerator-in-sao-bernardo-do-campo-sao-paulo-brazil,"Wastepickers fight against incinerator in the city of Mauá, São Paulo, Brazil",wastepickers-fight-against-incinerator-in-the-city-of-maua-sao-paulo-brazil,
recognition-of-indigenous-lands-raposa-serra-do-sol-brazil,"Niobium mining project extraction in Raposa Serra do Sol, Roraima, Brazil",niobium-mining-project-extraction-in-raposa-serra-do-sol-brazil,
right-to-fish-in-kamchatka-region,"Nibutani Dam on Ainu homeland, Japan",dam-on-ainu-homeland,
right-to-fish-in-kamchatka-region,"Gas and oil extraction, Kamchatka, Eastern Siberia, Russia",gas-and-oil-extraction-kamchatka-eastern-siberia-russia,
sinop-dam-mato-grosso-brazil,"Pesticide poisoning linked to agribusiness in Mato Grosso, Brazil",soy-expansion-and-pesticide-contamination-in-sorriso-mato-grosso-brazil,
sinop-dam-mato-grosso-brazil,"Teles Pires Hydroelectric Dam, Mato Grosso - Pará, Brazil",indigenous-communities-against-hydroelectric-dams-along-the-teles-pires-river-para-mato-grosso-brazil,
sinop-dam-mato-grosso-brazil,"Ferrogrão Railway Ferrovia EF-170, Mato Grosso - Pará, Brazil",planned-construction-of-ferrograo-railroad-to-boost-soy-exports-mato-grosso-para-brazil,
sinop-dam-mato-grosso-brazil,"São Manoel Hydroelectric Dam, Mato Grosso - Pará, Brazil",sao-manoel-hydroelectric-dam-mato-grosso-para-brazil,
minicentral-tranquil-panguipulli-chile,"Small-scale fisher people against contaminating industries in Valparaiso, Chile",la-contaminacion-y-la-lucha-de-los-pescadores-artesanales-amenazadas-en-puchuncavi-chile,
arcelormittals-iron-ore-mining-liberia,"Iron Ore mining on Mount Nimba, Guinea ",iron-ore-mining-on-mount-nimba,
construction-of-hotels-and-operation-of-quarries-in-andarawewa-forest-reserve,"Illegal stone quarry in Andarawewa forest reserve, Sri Lanka",illegal-stone-quarry-in-andarawewa-forest-reserve,
atlantico-sul-shipyard-pernambuco-brazil,"Complexo Industrial Portuário Governador Eraldo Gueiros (Cips), Pernambuco, Brazil ",complexo-industrial-portuario-de-suape-cips-pernambuco-brazil,
atlantico-sul-shipyard-pernambuco-brazil,"Refinaria Abreu e Lima (RNEST), Pernambuco, Brazil",refinaria-abreu-e-lima-rnest-pernambuco-brazil,
arcelormittal-steel-production-factory-zenica-bosnia-and-herzegovina,Gdansk_ArcelorMittal Dabrowa Gornicza,acelormittal-dabrowa-gornicza,
ruptured-pipeline-spews-crude-oil-nigeria,"Shell oil exploration and extraction, Nigeria",shell-nigeria,
tintaya-espinar-peru,"Proyecto minero Las Bambas, Perú",las-bambas-peru,
shrimp-farming-bangladesh,"Successful protests to remain a shrimp-free zone in Polder 22, Khulna, Bangladesh",successful-protests-to-remain-a-shrimp-free-zone-in-polder-22-bangladesh,
frinds-of-amager-faelled,Urbanization,urbanization,
baspa,"Karchham-Wangtoo hydel project, HP, India",karchham-wangtoo-project-hp-india,
philippine-farmworkers-poisoned-by-dbcp-pesticide," DBCP and male infertility in Lathrop, California, United States",dbcp-and-male-infertility-in-lathrop-california,
philippine-farmworkers-poisoned-by-dbcp-pesticide,"DBCP Poisoned Water Wells in Hawaii, US",pineapples-lasting-legacy-the-poisoned-wells-by-dbcp-in-hawaii,
philippine-farmworkers-poisoned-by-dbcp-pesticide,"The ban on pesticides aerial spraying in banana plantations in Davao, Phillipines",fungicides-in-banana-plantations-in-davao,
water-contamination-in-biesiesvlei-north-west-south-africa,"Sewage mismanagement in Bloemhof, North West, South Africa",sewage-mismanagement-in-bloemhof-northwest-south-africa,
bafokeng-platinum-mine-south-africa,"Anglo American  Platinum Modikwa Mine in Maandagshoek, Limpopo, South Africa",modiwa-platinum-mine-in-maandagshoek-limpopo-south-africa,
illegal-logging-and-timber-laundering-in-lumphat-wildlife-sanctuary-cambodia,"Hoang Anh Gia Lai rubber plantation on indigenous land in Ratanakiri, Cambodia",hoang-anh-gia-lai-rubber-plantation-on-indigenous-land-in-ratanakiri-cambodia,
glencore-katanga-mining-ltd-in-the-democratic-republic-of-congo-drc,"Kamoto Copper mine, Congo DR",43-miners-died-in-kamoto-mine,
glencore-katanga-mining-ltd-in-the-democratic-republic-of-congo-drc,Dan Gertler: unofficial gatekeeper for mining deals across the country.,dan-gertler-unofficial-gatekeeper-for-mining-deals-across-the-country,
glencore-katanga-mining-ltd-in-the-democratic-republic-of-congo-drc,"Katanga’s copper and cobalt mines, DR Congo",cobalt-blues-environmental-pollution-and-human-rights-violations-in-katangas-copper-and-cobalt-mines,
sardinal-costa-rica,"Playa Potrero, Costa Rica",playa-potrero-costa-rica,
sardinal-costa-rica,"Real State investments in Marbella, Costa Rica",community-of-marbella,
sardinal-costa-rica,"Conflict over water distribution among local dwellers and Real State investors in Marbella, Guanacaste, Costa Rica",marbella-costa-rica,
don-sahong-dams-hydropower-project,"The collapse of Xe-Pian Xe-Namnoy hydropower project, Lao PDR",xe-pian-xe-namnoy-hydroelectric-power-project-laos,
harvards-land-speculation-and-displacement-of-landless-peasants-in-west-bahia-brazil,"Deforestation and agrotoxics linked to Harvard University's land speculation, Piauí, Brazil",land-grabbing-by-foreign-pension-funds-and-harvard-university-piaui-maranhao-brazil,
harvards-land-speculation-and-displacement-of-landless-peasants-in-west-bahia-brazil,"Traditional and indigenous groups against agribusiness expansion in the Matopiba region, Brazil",communities-against-soy-expansion-and-matopiba-agricultural-development-plan-brazil,
harvards-land-speculation-and-displacement-of-landless-peasants-in-west-bahia-brazil,"Land grabbing and TIAA pension fund speculation in southern Maranhão and Piauí, Brazil",land-grabbing-and-tiaa-pension-fund-speculation-in-maranhao-and-piaui-brazil,
harvards-land-speculation-and-displacement-of-landless-peasants-in-west-bahia-brazil,"Peasants of Gleba Tauá resist land grabbing and soy expansion, Tocantins, Brazil",peasant-communities-against-soy-expansion-in-northeastern-tocantins-brazil,
offshore-oil-and-gas-exploration-guyana,"Offshore oil bonanza poses existential threat for coastal communities, Suriname",offshore-oil-bonanza-poses-existential-threat-for-coastal-communities-suriname,
soy-expansion-and-violent-land-grabbing-at-fazenda-estrondo-bahia-brazil,"Traditional and indigenous groups against agribusiness expansion in the Matopiba region, Brazil",communities-against-soy-expansion-and-matopiba-agricultural-development-plan-brazil,
soy-expansion-and-violent-land-grabbing-at-fazenda-estrondo-bahia-brazil,"Land grabbing and TIAA pension fund speculation in southern Maranhão and Piauí, Brazil",land-grabbing-and-tiaa-pension-fund-speculation-in-maranhao-and-piaui-brazil,
soy-expansion-and-violent-land-grabbing-at-fazenda-estrondo-bahia-brazil,"Harvard investment in grabbed land and the displacement of peasants in western Bahia, Brazil",harvards-land-speculation-and-displacement-of-landless-peasants-in-west-bahia-brazil,
the-fujia-petrochemical-paraxylene-px-plant-protest-in-dalian-liaoning-china,"Opposing paraxylene (PX) plant in the PetroChina 10 Million tons/year Refinery, Kunming, Yunnan, China ",opposing-paraxylene-px-plant-in-the-petrochina-10-million-tons-year-refinery-project-anning-kunming-yunnan-china,
the-fujia-petrochemical-paraxylene-px-plant-protest-in-dalian-liaoning-china,"Antipollution protests against JinkoSolar Company, Haining, Zhejiang, China ",antipollution-protests-against-zhejiang-jinkosolar-company-haining-zhejiang-china,
cabo-delgado-communites-impacted-by-gas-exploration-projects,"Afungi LNG airport and construction camps, Mozambique",afungi-lng-construction-site,
the-bridge-over-the-strait-of-messina,"Illegal hunting at the Strait of Messina, Italy",illegal-hunting-at-the-strait-of-messina-italy,
the-gubin-brody-lignite-mine-poland,"Czeczott coal power plant, Silesia, Poland",the-czeczott-hard-coal-fired-power-plant-poland,
tourism-development-versus-nature-conservation-conflict-in-wadi-el-gemal-protected-area-along-the-egyptian-red-sea,"Tourism in Marsa Alam and Disenfranchisement of Indigenous Community, Egypt",tourism-development-in-marsa-alam-and-disenfrenchisement-of-local-indigenous-community,
extraccion-de-litio-en-el-salar-de-uyuni-bolivia,"Lithium mining in Salar del Hombre Muerto, Argentina",salar-del-hombre-muerto-litio-argentina,
manantial-espejo-gold-and-silver-mining-santa-cruz-argentina,"Navidad mining project of Pan American Silver, Chubut, Argentina",navidad-mining-project-of-pan-american-silver-chubut-argentina,
the-new-reppie-incinerator-at-koshe-landfill-in-addis-ababa-ethiopia-leaves-the-wastepickers-without-livelihood,"Koshe Landfill and biogas plant, Ethiopia",koshe-landfill,
whyl-in-germany,"Brokdorf nuclear power station, Germany",brokdorf-germany,
rogun-dam-tajikistan,"TALCO's impact on Uzbekistan's border districts, Tajikistan",tajik-aluminium-company-talco-and-its-impact-on-neighboorhood-districts-in-uzbekistan,
tauramena-casanare-colombia,"Extracción de petróleo en La Macarena, Meta, Colombia",la-macarena-meta-colombia,
tauramena-casanare-colombia,"Niscota oil block in Boyacá and Casanare, Colombia",niscota-oil-block-and-military-violence-in-boyaca-and-casanare-colombia,
shells-operations-contaminate-okorogbene-community-nigeria,"Shell oil exploration and extraction, Nigeria",shell-nigeria,
shells-operations-contaminate-okorogbene-community-nigeria,"Shell Must Fall campaign, The Netherlands",shell-must-fall-campaign,
lafarge-limestonemining-Meghalaya,Complaints against Holcim-Lafarge quarries and cement factories in France and Switzerland,holcim-lafarge-quarry-switzerland,
pt-indo-bharat-rayon-viscose-factory-indonesia,"PT South Pacific Viscose (SPV) Plant, Indonesia",pt-south-pacific-viscose-spv-viscose-plant-indonesia,
pt-indo-bharat-rayon-viscose-factory-indonesia,"Jiujiang Jinyuan Chemical Fiber Co. Ltd. Viscose Plant, China ",jiujiang-jinyuan-chemical-fiber-co-ltd-viscose-plant-china,
norocholai-coal-power-station,"Holcim cement plant in Puttalam, Sri Lanka",holcim-cement-plant-in-puttalam,
norocholai-coal-power-station,"Aruwakkalu landfill, Puttalam, Sri Lanka",aruwakkalu-landfill-puttalam-sri-lanka,
impacts-of-iron-ore-mining-in-conceicao-do-mato-dentro-mg-brazil,"Iron ore mining and mineroduct, Morro do Pilar, Minas Gerais, Brazil",iron-ore-mining-in-morro-do-pilar-minas-gerais-brazil,
impacts-of-iron-ore-mining-in-conceicao-do-mato-dentro-mg-brazil,"Vale company’s tailings dam failure in Brumadinho, MG, Brazil",vale-tailingsdamfailure-brumadinho-minasgerais,
rubber-tappers-against-cattle-ranchers-the-murder-of-chico-mendes,"Illegal logging, land grabbing and deaths of Zé Claudio and Maria do Espirito Santo, Pará,  Brazil",jose-claudio-maria,
rubber-tappers-against-cattle-ranchers-the-murder-of-chico-mendes,"Deforestation in Pará and the death of Sister Dorothy Stang, Brazil",deforestation-in-para-and-the-death-of-dorothy-stang,
rubber-tappers-against-cattle-ranchers-the-murder-of-chico-mendes,"Landless farmers and rubber tappers displaced by cattle rancher in Capixaba, Acre, Brazil",rubber-tappers-of-seringal-capatara-displaced-by-cattle-farmer-in-acre-brazil,
puerto-ebano-manabi-against-shrimp-farming-ecuador,"Manglares de Tumbes y langostineras, Peru",manglares-de-tumbes-y-langostineras,
eternit-asbestos-damages-in-casale-monferrato,"Fábrica de amianto Uralita en Cerdanyola del Vallès en Catalonia, Spain",uralita-in-cerdanyola-catalonia-asbestos-spain,
great-nicobar-development-plan,"Little Andaman development plan, India ",little-andaman-development-plan,
mineria-de-litio-en-el-salar-de-olaroz-cauchari-argentina,"Lithium exploration in San Luis, Argentina",exploracion-de-litio-en-san-luis-argentina,
afrodita-dorato-condorcanqui-peru,"El Baguazo, Peru",baguazo,
waste-incineration-facility-in-cercs-barcelona-spain,"Coal mining accident in Berguedà, Catalonia. Spain",coal-mining-accident-in-bergueda-catalonia-spain,
new-terminal-of-the-paris-roissy-airport,"Destruction of the Aubervilliers Workers' Gardens, France",destruction-of-the-aubervilliers-workers-gardens-france,
antarctic-ocean-sanctuary-argentine-chile-and-the-uk-antarctica,"Conservation of South Sandwich Islands (UK), Antarctica",conservation-of-south-sandwich-islands-antarctica,
